source,source dataset,source variables,source variables other datasets.dataset,source variables other datasets.name,target,target dataset,target variable,match,status,description,syntax,comments
PELAGIE,harmonized,PULSEMESSIT_0,,,LifeCycle_CDM,outcome,pulsemessit_158,complete,final,,"pulsemessit=1;

do i = 146 to 158 ; 
	 if age_exam_mois eq i then do; 
if pulse ne . then do;pulse_[i]=pulse;pulseage_[i]=age_exam_jour;pulsemessit_[i]=1;end;
	end;
end;",
PELAGIE,pelagie_dosage12,Q12_LDL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,ldlc_146,complete,final,,"pelagie_dosage12$ldlc_146<-ifelse(pelagie_dosage12$age_exam_mois<147,pelagie_dosage12$Q12_LDL,NA)",
PELAGIE,pelagie_dosage12,Q12_LDL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,ldlc_147,complete,final,,"pelagie_dosage12$ldlc_147<-ifelse(pelagie_dosage12$age_exam_mois >=147 & pelagie_dosage12$age_exam_mois<148,pelagie_dosage12$Q12_LDL,NA)",
PELAGIE,pelagie_dosage12,Q12_LDL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,ldlc_148,complete,final,,"pelagie_dosage12$ldlc_148<-ifelse(pelagie_dosage12$age_exam_mois >=148 & pelagie_dosage12$age_exam_mois<149,pelagie_dosage12$Q12_LDL,NA)",
PELAGIE,pelagie_dosage12,Q12_LDL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,ldlc_149,complete,final,,"pelagie_dosage12$ldlc_149<-ifelse(pelagie_dosage12$age_exam_mois >=149 & pelagie_dosage12$age_exam_mois<150,pelagie_dosage12$Q12_LDL,NA)",
RMR,RMR,,,,OOM_CDM,SURVEY_ID,survey_origin,complete,,‘RMR’,,
PELAGIE,pelagie_dosage12,Q12_LDL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,ldlc_150,complete,final,,"pelagie_dosage12$ldlc_150<-ifelse(pelagie_dosage12$age_exam_mois >=150 & pelagie_dosage12$age_exam_mois<151,pelagie_dosage12$Q12_LDL,NA)",
PELAGIE,pelagie_dosage12,Q12_LDL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,ldlc_151,complete,final,,"pelagie_dosage12$ldlc_151<-ifelse(pelagie_dosage12$age_exam_mois >=151 & pelagie_dosage12$age_exam_mois<152,pelagie_dosage12$Q12_LDL,NA)",
PELAGIE,pelagie_dosage12,Q12_LDL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,ldlc_152,complete,final,,"pelagie_dosage12$ldlc_152<-ifelse(pelagie_dosage12$age_exam_mois >=152 & pelagie_dosage12$age_exam_mois<153,pelagie_dosage12$Q12_LDL,NA)",
PELAGIE,harmonized,LDLCMES_146,,,LifeCycle_CDM,outcome,ldlcmes_155,complete,final,,ldlcmes_155=0;,
PELAGIE,pelagie_dosage12,Q12_LDL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,ldlc_153,complete,final,,"pelagie_dosage12$ldlc_153<-ifelse(pelagie_dosage12$age_exam_mois >=153 & pelagie_dosage12$age_exam_mois<154,pelagie_dosage12$Q12_LDL,NA)",
PELAGIE,pelagie_dosage12,Q12_LDL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,ldlc_154,complete,final,,"pelagie_dosage12$ldlc_154<-ifelse(pelagie_dosage12$age_exam_mois >=154 & pelagie_dosage12$age_exam_mois<155,pelagie_dosage12$Q12_LDL,NA)",
PELAGIE,pelagie_dosage12,Q12_LDL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,ldlc_155,complete,final,,"pelagie_dosage12$ldlc_155<-ifelse(pelagie_dosage12$age_exam_mois >=155 & pelagie_dosage12$age_exam_mois<156,pelagie_dosage12$Q12_LDL,NA)",
PELAGIE,pelagie_dosage12,Q12_LDL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,ldlc_156,complete,final,,"pelagie_dosage12$ldlc_156<-ifelse(pelagie_dosage12$age_exam_mois >=156 & pelagie_dosage12$age_exam_mois<157,pelagie_dosage12$Q12_LDL,NA)",
PELAGIE,pelagie_dosage12,Q12_LDL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,ldlc_157,complete,final,,"pelagie_dosage12$ldlc_157<-ifelse(pelagie_dosage12$age_exam_mois >=157 & pelagie_dosage12$age_exam_mois<158,pelagie_dosage12$Q12_LDL,NA)",
NFBC1966,core,,,,LifeCycle_CDM,core,mental_exp4,complete,final,Register based diagnosed and child age when diagnos was received,Syntax was extremely long (available when asked),
PELAGIE,pelagie_dosage12,Q12_LDL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,ldlc_158,complete,final,,"pelagie_dosage12$ldlc_158<-ifelse(pelagie_dosage12$age_exam_mois >=158 & pelagie_dosage12$age_exam_mois<159,pelagie_dosage12$Q12_LDL,NA)",
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle_CDM,outcome,ldlcage_146,complete,final,,ldlcage_146=age_exam_jour;,
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle_CDM,outcome,ldlcage_147,complete,final,,ldlcage_147=age_exam_jour;,
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle_CDM,outcome,ldlcage_148,complete,final,,ldlcage_148=age_exam_jour;,
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle_CDM,outcome,ldlcage_154,complete,final,,ldlcage_154=age_exam_jour;,
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle_CDM,outcome,ldlcage_155,complete,final,,ldlcage_155=age_exam_jour;,
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle_CDM,outcome,ldlcage_156,complete,final,,ldlcage_156=age_exam_jour;,
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle_CDM,outcome,ldlcage_157,complete,final,,ldlcage_157=age_exam_jour;,
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle_CDM,outcome,ldlcage_158,complete,final,,ldlcage_158=age_exam_jour;,
PELAGIE,harmonized,LDLCMES_146,,,LifeCycle_CDM,outcome,ldlcmes_146,complete,final,,ldlcmes_146=0;,
PELAGIE,harmonized,LDLCMES_146,,,LifeCycle_CDM,outcome,ldlcmes_147,complete,final,,ldlcmes_147=0;,
PELAGIE,pelagie_dosage12,Q12_HDL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,hdlc_146,complete,final,,"pelagie_dosage12$hdlc_146<-ifelse(pelagie_dosage12$age_exam_mois<147,pelagie_dosage12$Q12_HDL,NA)",
PELAGIE,pelagie_dosage12,Q12_HDL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,hdlc_147,complete,final,,"pelagie_dosage12$hdlc_147<-ifelse(pelagie_dosage12$age_exam_mois >=147 & pelagie_dosage12$age_exam_mois<148,pelagie_dosage12$Q12_HDL,NA)",
NFBC1966,core,,,,LifeCycle_CDM,core,latepreg_weight_ga,complete,final,,see late latepreg_weight syntax,
RMR,RMR,iduni,,,OOM_CDM,SURVEY_OBSERVATIONS,person_id,complete,,,,
PELAGIE,pelagie_dosage12,Q12_HDL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,hdlc_148,complete,final,,"pelagie_dosage12$hdlc_148<-ifelse(pelagie_dosage12$age_exam_mois >=148 & pelagie_dosage12$age_exam_mois<149,pelagie_dosage12$Q12_HDL,NA)",
PELAGIE,pelagie_dosage12,Q12_HDL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,hdlc_149,complete,final,,"pelagie_dosage12$hdlc_149<-ifelse(pelagie_dosage12$age_exam_mois >=149 & pelagie_dosage12$age_exam_mois<150,pelagie_dosage12$Q12_HDL,NA)",
PELAGIE,pelagie_dosage12,Q12_HDL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,hdlc_150,complete,final,,"pelagie_dosage12$hdlc_150<-ifelse(pelagie_dosage12$age_exam_mois >=150 & pelagie_dosage12$age_exam_mois<151,pelagie_dosage12$Q12_HDL,NA)",
PELAGIE,pelagie_dosage12,Q12_HDL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,hdlc_151,complete,final,,"pelagie_dosage12$hdlc_151<-ifelse(pelagie_dosage12$age_exam_mois >=151 & pelagie_dosage12$age_exam_mois<152,pelagie_dosage12$Q12_HDL,NA)",
PELAGIE,pelagie_dosage12,Q12_HDL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,hdlc_152,complete,final,,"pelagie_dosage12$hdlc_152<-ifelse(pelagie_dosage12$age_exam_mois >=152 & pelagie_dosage12$age_exam_mois<153,pelagie_dosage12$Q12_HDL,NA)",
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle_CDM,outcome,hdlcage_149,complete,final,,hdlcage_149=age_exam_jour;,
PELAGIE,pelagie_dosage12,Q12_HDL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,hdlc_153,complete,final,,"pelagie_dosage12$hdlc_153<-ifelse(pelagie_dosage12$age_exam_mois >=153 & pelagie_dosage12$age_exam_mois<154,pelagie_dosage12$Q12_HDL,NA)",
PELAGIE,pelagie_dosage12,Q12_HDL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,hdlc_154,complete,final,,"pelagie_dosage12$hdlc_154<-ifelse(pelagie_dosage12$age_exam_mois >=154 & pelagie_dosage12$age_exam_mois<155,pelagie_dosage12$Q12_HDL,NA)",
PELAGIE,pelagie_dosage12,Q12_HDL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,hdlc_155,complete,final,,"pelagie_dosage12$hdlc_155<-ifelse(pelagie_dosage12$age_exam_mois >=155 & pelagie_dosage12$age_exam_mois<156,pelagie_dosage12$Q12_HDL,NA)",
ARS_ANAG_MED_RES_storico,ARS_ANAG_MED_RES_storico,SESSO,,,OOM_CDM,PERSONS,sex_at_instance_creation,complete,,"If there are discrepancies, use the most recent value",,
PELAGIE,pelagie_dosage12,Q12_HDL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,hdlc_156,complete,final,,"pelagie_dosage12$hdlc_156<-ifelse(pelagie_dosage12$age_exam_mois >=156 & pelagie_dosage12$age_exam_mois<157,pelagie_dosage12$Q12_HDL,NA)",
PELAGIE,pelagie_dosage12,Q12_HDL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,hdlc_157,complete,final,,"pelagie_dosage12$hdlc_157<-ifelse(pelagie_dosage12$age_exam_mois >=157 & pelagie_dosage12$age_exam_mois<158,pelagie_dosage12$Q12_HDL,NA)",
PELAGIE,pelagie_dosage12,Q12_HDL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,hdlc_158,complete,final,,"pelagie_dosage12$hdlc_158<-ifelse(pelagie_dosage12$age_exam_mois >=158 & pelagie_dosage12$age_exam_mois<159,pelagie_dosage12$Q12_HDL,NA)",
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle_CDM,outcome,hdlcage_146,complete,final,,hdlcage_146=age_exam_jour;,
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle_CDM,outcome,hdlcage_147,complete,final,,hdlcage_147=age_exam_jour;,
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle_CDM,outcome,hdlcage_148,complete,final,,hdlcage_148=age_exam_jour;,
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle_CDM,outcome,hdlcage_150,complete,final,,hdlcage_150=age_exam_jour;,
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle_CDM,outcome,hdlcage_151,complete,final,,hdlcage_151=age_exam_jour;,
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle_CDM,outcome,hdlcage_152,complete,final,,hdlcage_152=age_exam_jour;,
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle_CDM,outcome,hdlcage_153,complete,final,,hdlcage_153=age_exam_jour;,
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle_CDM,outcome,hdlcage_154,complete,final,,hdlcage_154=age_exam_jour;,
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle_CDM,outcome,hdlcage_155,complete,final,,hdlcage_155=age_exam_jour;,
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle_CDM,outcome,hdlcage_156,complete,final,,hdlcage_156=age_exam_jour;,
ARS_ANAG_MED_RES_storico,ARS_ANAG_MED_RES_storico,,,,OOM_CDM,PERSONS,race,complete,,Leave_empty,,
SPF,SPF,,,,OOM_CDM,MEDICINES,prescriber_speciality,complete,,,,
PELAGIE,pelagie_dosage12,Q12_CHOLESTEROL_TOTAL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,chol_148,complete,final,,"pelagie_dosage12$chol_148<-ifelse(pelagie_dosage12$age_exam_mois >=148 & pelagie_dosage12$age_exam_mois<149,pelagie_dosage12$Q12_Cholesterol_total,NA)",
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle_CDM,outcome,cholage_154,complete,final,,cholage_154=age_exam_jour;,
PELAGIE,pelagie_dosage12,Q12_CHOLESTEROL_TOTAL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,chol_149,complete,final,,"pelagie_dosage12$chol_149<-ifelse(pelagie_dosage12$age_exam_mois >=149 & pelagie_dosage12$age_exam_mois<150,pelagie_dosage12$Q12_Cholesterol_total,NA)",
PELAGIE,pelagie_dosage12,Q12_CHOLESTEROL_TOTAL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,chol_150,complete,final,,"pelagie_dosage12$chol_150<-ifelse(pelagie_dosage12$age_exam_mois >=150 & pelagie_dosage12$age_exam_mois<151,pelagie_dosage12$Q12_Cholesterol_total,NA)",
PELAGIE,pelagie_dosage12,Q12_CHOLESTEROL_TOTAL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,chol_151,complete,final,,"pelagie_dosage12$chol_151<-ifelse(pelagie_dosage12$age_exam_mois >=151 & pelagie_dosage12$age_exam_mois<152,pelagie_dosage12$Q12_Cholesterol_total,NA)",
PELAGIE,pelagie_dosage12,Q12_CHOLESTEROL_TOTAL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,chol_152,complete,final,,"pelagie_dosage12$chol_152<-ifelse(pelagie_dosage12$age_exam_mois >=152 & pelagie_dosage12$age_exam_mois<153,pelagie_dosage12$Q12_Cholesterol_total,NA)",
PELAGIE,pelagie_dosage12,Q12_CHOLESTEROL_TOTAL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,chol_153,complete,final,,"pelagie_dosage12$chol_153<-ifelse(pelagie_dosage12$age_exam_mois >=153 & pelagie_dosage12$age_exam_mois<154,pelagie_dosage12$Q12_Cholesterol_total,NA)",
PELAGIE,pelagie_dosage12,Q12_CHOLESTEROL_TOTAL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,chol_154,complete,final,,"pelagie_dosage12$chol_154<-ifelse(pelagie_dosage12$age_exam_mois >=154 & pelagie_dosage12$age_exam_mois<155,pelagie_dosage12$Q12_Cholesterol_total,NA)",
PELAGIE,pelagie_dosage12,Q12_CHOLESTEROL_TOTAL,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,chol_155,complete,final,,"pelagie_dosage12$chol_155<-ifelse(pelagie_dosage12$age_exam_mois >=155 & pelagie_dosage12$age_exam_mois<156,pelagie_dosage12$Q12_Cholesterol_total,NA)",
PELAGIE,pelagie_dosage12,Q12_TRIGLYCERIDES,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,triglycerides_148,complete,final,,"pelagie_dosage12$triglyceridesage_148<-ifelse(pelagie_dosage12$age_exam_mois >=148 & pelagie_dosage12$age_exam_mois<149 & (!is.na(pelagie_dosage12$Q12_Triglycerides)),pelagie_dosage12$age_exam_jour,NA)",
PELAGIE,pelagie_dosage12,Q12_TRIGLYCERIDES,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,triglycerides_149,complete,final,,"pelagie_dosage12$triglyceridesage_149<-ifelse(pelagie_dosage12$age_exam_mois >=149 & pelagie_dosage12$age_exam_mois<150 & (!is.na(pelagie_dosage12$Q12_Triglycerides)),pelagie_dosage12$age_exam_jour,NA)",
PELAGIE,pelagie_dosage12,Q12_TRIGLYCERIDES,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,triglycerides_150,complete,final,,"pelagie_dosage12$triglyceridesage_150<-ifelse(pelagie_dosage12$age_exam_mois >=150 & pelagie_dosage12$age_exam_mois<151 & (!is.na(pelagie_dosage12$Q12_Triglycerides)),pelagie_dosage12$age_exam_jour,NA)",
PELAGIE,pelagie_dosage12,Q12_TRIGLYCERIDES,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,triglycerides_151,complete,final,,"pelagie_dosage12$triglyceridesage_151<-ifelse(pelagie_dosage12$age_exam_mois >=151 & pelagie_dosage12$age_exam_mois<152 & (!is.na(pelagie_dosage12$Q12_Triglycerides)),pelagie_dosage12$age_exam_jour,NA)",
PELAGIE,pelagie_dosage12,Q12_TRIGLYCERIDES,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,triglycerides_152,complete,final,,"pelagie_dosage12$triglyceridesage_152<-ifelse(pelagie_dosage12$age_exam_mois >=152 & pelagie_dosage12$age_exam_mois<153 & (!is.na(pelagie_dosage12$Q12_Triglycerides)),pelagie_dosage12$age_exam_jour,NA)",
PELAGIE,pelagie_dosage12,Q12_TRIGLYCERIDES,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,triglycerides_153,complete,final,,"pelagie_dosage12$triglyceridesage_153<-ifelse(pelagie_dosage12$age_exam_mois >=153 & pelagie_dosage12$age_exam_mois<154 & (!is.na(pelagie_dosage12$Q12_Triglycerides)),pelagie_dosage12$age_exam_jour,NA)",
PELAGIE,pelagie_dosage12,Q12_TRIGLYCERIDES,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,triglycerides_154,complete,final,,"pelagie_dosage12$triglyceridesage_154<-ifelse(pelagie_dosage12$age_exam_mois >=154 & pelagie_dosage12$age_exam_mois<155 & (!is.na(pelagie_dosage12$Q12_Triglycerides)),pelagie_dosage12$age_exam_jour,NA)",
NFBC1966,core,,,,LifeCycle_CDM,core,mental_exp8,complete,final,Register based diagnosed and child age when diagnos was received,Syntax was extremely long (available when asked),
PELAGIE,pelagie_dosage12,Q12_TRIGLYCERIDES,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,triglycerides_155,complete,final,,"pelagie_dosage12$triglyceridesage_155<-ifelse(pelagie_dosage12$age_exam_mois >=155 & pelagie_dosage12$age_exam_mois<156 & (!is.na(pelagie_dosage12$Q12_Triglycerides)),pelagie_dosage12$age_exam_jour,NA)",
PELAGIE,pelagie_dosage12,Q12_TRIGLYCERIDES,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,triglycerides_156,complete,final,,"pelagie_dosage12$triglyceridesage_156<-ifelse(pelagie_dosage12$age_exam_mois >=156 & pelagie_dosage12$age_exam_mois<157 & (!is.na(pelagie_dosage12$Q12_Triglycerides)),pelagie_dosage12$age_exam_jour,NA)",
PELAGIE,pelagie_dosage12,Q12_TRIGLYCERIDES,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,triglycerides_157,complete,final,,"pelagie_dosage12$triglyceridesage_157<-ifelse(pelagie_dosage12$age_exam_mois >=157 & pelagie_dosage12$age_exam_mois<158 & (!is.na(pelagie_dosage12$Q12_Triglycerides)),pelagie_dosage12$age_exam_jour,NA)",
PELAGIE,pelagie_dosage12,Q12_TRIGLYCERIDES,"pelagie_exam12,pelagie_exam12","AGE_EXAM_MOIS,AGE_EXAM_JOUR",LifeCycle_CDM,outcome,triglycerides_158,complete,final,,"pelagie_dosage12$triglyceridesage_158<-ifelse(pelagie_dosage12$age_exam_mois >=158 & pelagie_dosage12$age_exam_mois<159 & (!is.na(pelagie_dosage12$Q12_Triglycerides)),pelagie_dosage12$age_exam_jour,NA)",
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle_CDM,outcome,triglyceridesage_146,complete,final,,triglyceridesage_146=age_exam_jour;,
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle_CDM,outcome,triglyceridesage_147,complete,final,,triglyceridesage_147=age_exam_jour;,
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle_CDM,outcome,triglyceridesage_148,complete,final,,triglyceridesage_148=age_exam_jour;,
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle_CDM,outcome,triglyceridesage_149,complete,final,,triglyceridesage_149=age_exam_jour;,
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle_CDM,outcome,triglyceridesage_150,complete,final,,triglyceridesage_150=age_exam_jour;,
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle_CDM,outcome,triglyceridesage_151,complete,final,,triglyceridesage_151=age_exam_jour;,
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle_CDM,outcome,triglyceridesage_152,complete,final,,triglyceridesage_152=age_exam_jour;,
RMR,RMR,datmorte,,,OOM_CDM,SURVEY_OBSERVATIONS,so_date,complete,,,,
PELAGIE,harmonized,"COHAB_0,COB_M,OCCUP_M_0,OCCUP_F1_0",pelagie_q0,V49,LifeCycle_CDM,core,eusilc_income,complete,final,,"log_income= 7.525938 + 
			-0.3140028*sans_conjoint +

			0.0513736*ne_eu +
			-0.1428242*ne_hors +

			-0.0954557*etude_primary +
			-0.0752083*etude_lowsecondary +
			0.1353596*etude_postsecondary +
	
			-0.284897*unemployed_p +
	
			-0.3175347*unemployed_m +

			-0.0387119*isco_p_1 +
			-0.1505033*isco_p_3 +
			-0.2064757*isco_p_4 +
			-0.2360499*isco_p_5 +
			-0.274532*isco_p_67 +
			-0.252697*isco_p_8 +
			-0.2091455*isco_p_90 +
	
			0.1308386*isco_m_1 +
			-.0202359*isco_m_3 +
			-.0922188*isco_m_4 +
			-.1481054*isco_m_5 +
			-.1583442*isco_m_678 +
			-.2220469*isco_m_90 +

			0.0046984*agemere;

eusilc_income=log_income;","Calculated considering: 
- NOT living with a partner
- Maternal country of birth (EU vs OTHER)
- Maternal education (≤ primary, lower secondary, post-secondary)
- Paternal/partner occupation (unemployed 0/1)
- Maternal occupation (unemployed 0/1)"
PELAGIE,harmonized,EUSILC_INCOME,,,LifeCycle_CDM,core,eusilc_income_quintiles,complete,final,,"if log_income=. then log_income_quint=.;
else if log_income le 7.23117 then log_income_quint=1;
else if 7.23117 < log_income le 7.40453 then log_income_quint=2;
else if 7.40453 < log_income le 7.54647 then log_income_quint=3;
else if 7.54647 < log_income le 7.68578 then log_income_quint=4;
else if log_income > 7.68578 then log_income_quint=5;

eusilc_income_quintiles=log_income_quint;",
NFBC1966,core,,,,LifeCycle_CDM,core,preg_thyroid,partial,final,Only information concerning thyrotoxicosis available and not covering the whole pregnancy with options 1) yes 2) no,were coded to 0) no 1) yes,
NFBC1966,core,,,,LifeCycle_CDM,core,weight_1,complete,final,Repeated measures of child's weight between the ages of 0- and <1 mont to  >-215 and  216 months,vector weight_(215) / height_(215).loop #i = 1 to 215 by 1.IF((C66_age_years >= #i/12)  & (C66_age_years< (#i+1)/12)) weight_(#i)=C66_weight.IF  ( (C66_age_years >= #i/12)  & (C66_age_years< (#i+1)/12)) height_(#i)=C66_height.end loop.EXECUTE.,
NFBC1966,core,,,,LifeCycle_CDM,core,mental_exp14,complete,final,Register based diagnosed and child age when diagnos was received,Syntax was extremely long (available when asked),
