name,order,code,parent,ontologyTermURI,definition,codesystem
"Mesomelic dysplasia, Kantaputra type",13098,1836,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1836,,Orphanet
Genetic lens and zonula anomaly,13099,183607,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183607,,Orphanet
Genetic neuro-ophthalmological disease,13100,183616,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183616,,Orphanet
Genetic eye tumor,13101,183619,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183619,,Orphanet
Genetic respiratory malformation,13102,183622,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183622,,Orphanet
Rare genetic diabetes mellitus,13103,183625,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183625,,Orphanet
Rare genetic hypothalamic or pituitary disease,13104,183628,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183628,,Orphanet
Rare genetic thyroid disease,13105,183631,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183631,,Orphanet
Rare genetic parathyroid disease and phosphocalcic metabolism disorder,13106,183634,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183634,,Orphanet
Rare genetic adrenal disease,13107,183637,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183637,,Orphanet
Genetic polyendocrinopathy,13108,183643,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183643,,Orphanet
Rare constitutional anemia,13109,183651,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183651,,Orphanet
Rare genetic coagulation disorder,13110,183654,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183654,,Orphanet
Severe combined immunodeficiency,13111,183660,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183660,,Orphanet
Hyper-IgM syndrome with susceptibility to opportunistic infections,13112,183663,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183663,,Orphanet
Hyper-IgM syndrome without susceptibility to opportunistic infections,13113,183666,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183666,,Orphanet
Agammaglobulinemia,13114,183669,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183669,,Orphanet
Recurrent infections associated with rare immunoglobulin isotypes deficiency,13115,183675,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183675,,Orphanet
Hermansky-Pudlak syndrome with neutropenia,13116,183678,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183678,,Orphanet
Functional neutrophil defect,13117,183681,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183681,,Orphanet
Ulna metaphyseal dysplasia syndrome,13118,1837,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1837,,Orphanet
Neutrophil immunodeficiency syndrome,13119,183707,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183707,,Orphanet
Genetic susceptibility to infections due to particular pathogens,13120,183710,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183710,,Orphanet
Bacterial susceptibility due to TLR signaling pathway deficiency,13121,183713,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183713,,Orphanet
Rare genetic gynecological and obstetrical diseases,13122,183731,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183731,,Orphanet
Genetic gynecological tumor,13123,183734,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183734,,Orphanet
Rare genetic intellectual disability,13124,183757,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183757,,Orphanet
Rare genetic syndromic intellectual disability,13125,183763,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183763,,Orphanet
Rare genetic immune disease,13126,183770,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_183770,,Orphanet
Metaphyseal dysplasia without hypotrichosis,13127,1838,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1838,,Orphanet
Hereditary mucoepithelial dysplasia,13128,1839,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1839,,Orphanet
Cherubism,13129,184,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_184,,Orphanet
"Bone dysplasia, lethal Holmgren type",13130,1842,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1842,,Orphanet
"Renal agenesis, bilateral",13131,1848,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1848,,Orphanet
Scimitar syndrome,13132,185,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_185,,Orphanet
Renal dysplasia-megalocystis-sirenomelia syndrome,13133,1850,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1850,,Orphanet
Multicystic dysplastic kidney,13134,1851,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1851,,Orphanet
X-linked retinal dysplasia,13135,1852,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1852,,Orphanet
Spondyloenchondrodysplasia,13136,1855,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1855,,Orphanet
Spondyloperipheral dysplasia-short ulna syndrome,13137,1856,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1856,,Orphanet
Skeletal dysplasia-epilepsy-short stature syndrome,13138,1858,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1858,,Orphanet
Primary biliary cholangitis,13139,186,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_186,,Orphanet
Thanatophoric dysplasia type 1,13140,1860,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1860,,Orphanet
Thoracic dysplasia-hydrocephalus syndrome,13141,1861,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1861,,Orphanet
NON RARE IN EUROPE: Trochlear dysplasia,13142,1863,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1863,,Orphanet
"Dyssegmental dysplasia, Silverman-Handmaker type",13143,1865,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1865,,Orphanet
"Focal, segmental or multifocal dystonia",13144,1866,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1866,,Orphanet
"Hereditary bullous dystrophy, macular type",13145,1867,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1867,,Orphanet
Citrullinemia,13146,187,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_187,,Orphanet
Progressive cone dystrophy,13147,1871,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1871,,Orphanet
Cone rod dystrophy,13148,1872,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1872,,Orphanet
Jalili syndrome,13149,1873,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1873,,Orphanet
Congenital muscular dystrophy-infantile cataract-hypogonadism syndrome,13150,1875,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1875,,Orphanet
Oculogastrointestinal muscular dystrophy,13151,1876,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1876,,Orphanet
Muscular dystrophy-white matter spongiosis syndrome,13152,1877,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1877,,Orphanet
TRIM32-related  limb-girdle muscular dystrophy R8,13153,1878,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1878,,Orphanet
Melorheostosis with osteopoikilosis,13154,1879,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1879,,Orphanet
Systemic capillary leak syndrome,13155,188,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_188,,Orphanet
Ebstein malformation,13156,1880,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1880,,Orphanet
Hypohidrotic ectodermal dysplasia-hypothyroidism-ciliary dyskinesia syndrome,13157,1882,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1882,,Orphanet
Ectodermal dysplasia-sensorineural deafness syndrome,13158,1883,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1883,,Orphanet
Ectopia lentis-chorioretinal dystrophy-myopia syndrome,13159,1884,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1884,,Orphanet
Isolated ectopia lentis,13160,1885,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1885,,Orphanet
Ectrodactyly-ectodermal dysplasia without clefting syndrome,13161,1888,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1888,,Orphanet
Ectrodactyly-cleft palate syndrome,13162,1889,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1889,,Orphanet
Hidrotic ectodermal dysplasia,13163,189,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_189,,Orphanet
Intellectual disability-spasticity-ectrodactyly syndrome,13164,1891,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1891,,Orphanet
Ectrodactyly-polydactyly syndrome,13165,1892,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1892,,Orphanet
Ectrodactyly-spina bifida-cardiopathy syndrome,13166,1894,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1894,,Orphanet
Cushing syndrome due to macronodular adrenal hyperplasia,13167,189427,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_189427,,Orphanet
Primary pigmented nodular adrenocortical disease,13168,189439,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_189439,,Orphanet
Familial isolated hypoparathyroidism due to impaired PTH secretion,13169,189466,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_189466,,Orphanet
Edinburgh malformation syndrome,13170,1895,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1895,,Orphanet
EEC syndrome,13171,1896,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1896,,Orphanet
EEM syndrome,13172,1897,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1897,,Orphanet
Arthrochalasia Ehlers-Danlos syndrome,13173,1899,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1899,,Orphanet
2-hydroxyglutaric aciduria,13174,19,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_19,,Orphanet
Coats disease,13175,190,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_190,,Orphanet
Kyphoscoliotic Ehlers-Danlos syndrome due to lysyl hydroxylase 1 deficiency,13176,1900,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1900,,Orphanet
Dermatosparaxis Ehlers-Danlos syndrome,13177,1901,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1901,,Orphanet
Ehrlichiosis,13178,1902,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1902,,Orphanet
Fetal valproate syndrome,13179,1906,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1906,,Orphanet
Aminopterin/methotrexate embryofetopathy,13180,1908,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1908,,Orphanet
Indomethacin embryofetopathy,13181,1909,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1909,,Orphanet
Cockayne syndrome,13182,191,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_191,,Orphanet
Fetal iodine syndrome,13183,1910,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1910,,Orphanet
Cocaine embryofetopathy,13184,1911,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1911,,Orphanet
Fetal hydantoin syndrome,13185,1912,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1912,,Orphanet
Fetal trimethadione syndrome,13186,1913,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1913,,Orphanet
Vitamin K antagonist embryofetopathy,13187,1914,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1914,,Orphanet
Fetal alcohol syndrome,13188,1915,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1915,,Orphanet
Diethylstilbestrol syndrome,13189,1916,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1916,,Orphanet
Fetal methylmercury syndrome,13190,1917,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1917,,Orphanet
Fetal minoxidil syndrome,13191,1918,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1918,,Orphanet
Phenobarbital embryopathy,13192,1919,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1919,,Orphanet
Coffin-Lowry syndrome,13193,192,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_192,,Orphanet
Toluene embryopathy,13194,1920,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1920,,Orphanet
Methimazole embryofetopathy,13195,1923,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1923,,Orphanet
Diabetic embryopathy,13196,1926,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1926,,Orphanet
Emery-Nelson syndrome,13197,1927,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1927,,Orphanet
Congenital lobar emphysema,13198,1928,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1928,,Orphanet
Rasmussen subacute encephalitis,13199,1929,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1929,,Orphanet
Cohen syndrome,13200,193,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_193,,Orphanet
Herpes simplex virus encephalitis,13201,1930,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1930,,Orphanet
Frontal encephalocele,13202,1931,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1931,,Orphanet
"Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria",13203,1933,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1933,,Orphanet
Early infantile epileptic encephalopathy,13204,1934,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1934,,Orphanet
Early myoclonic encephalopathy,13205,1935,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1935,,Orphanet
Eng-Strom syndrome,13206,1937,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1937,,Orphanet
Shoulder and thorax deformity-congenital heart disease syndrome,13207,1940,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1940,,Orphanet
Juvenile absence epilepsy,13208,1941,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1941,,Orphanet
Myoclonic-astastic epilepsy,13209,1942,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1942,,Orphanet
Early-onset progressive encephalopathy with migrant continuous myoclonus,13210,1943,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1943,,Orphanet
Rolandic epilepsy,13211,1945,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1945,,Orphanet
Amelocerebrohypohidrotic syndrome,13212,1946,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1946,,Orphanet
"Progressive epilepsy-intellectual disability syndrome, Finnish type",13213,1947,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1947,,Orphanet
Epilepsy-microcephaly-skeletal dysplasia syndrome,13214,1948,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1948,,Orphanet
Benign familial neonatal epilepsy,13215,1949,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1949,,Orphanet
Cat-eye syndrome,13216,195,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_195,,Orphanet
Epilepsy-telangiectasia syndrome,13217,1951,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1951,,Orphanet
Pacman dysplasia,13218,1952,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1952,,Orphanet
Congenital lethal erythroderma,13219,1954,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1954,,Orphanet
Spinocerebellar ataxia type 34,13220,1955,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1955,,Orphanet
Esthesioneuroblastoma,13221,1957,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1957,,Orphanet
Evans syndrome,13222,1959,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1959,,Orphanet
Exostoses-anetodermia-brachydactyly type E syndrome,13223,1962,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1962,,Orphanet
Extrasystoles-short stature-hyperpigmentation-microcephaly syndrome,13224,1964,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1964,,Orphanet
Flat face-microstomia-ear anomaly syndrome,13225,1968,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1968,,Orphanet
Facial dysmorphism-anorexia-cachexia-eye and skin anomalies syndrome,13226,1969,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1969,,Orphanet
Facial dysmorphism-macrocephaly-myopia-Dandy-Walker malformation syndrome,13227,1970,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1970,,Orphanet
Lethal faciocardiomelic dysplasia,13228,1972,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1972,,Orphanet
Faciocardiorenal syndrome,13229,1973,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1973,,Orphanet
Autosomal recessive faciodigitogenital syndrome,13230,1974,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1974,,Orphanet
Lipodystrophy due to peptidic growth factors deficiency,13231,1979,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1979,,Orphanet
Occipital horn syndrome,13232,198,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_198,,Orphanet
Bilateral striopallidodentate calcinosis,13233,1980,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1980,,Orphanet
Fanconi syndrome-ichthyosis-dysmorphism syndrome,13234,1981,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1981,,Orphanet
NON RARE IN EUROPE: Chronic fatigue syndrome,13235,1983,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1983,,Orphanet
Fechtner syndrome,13236,1984,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1984,,Orphanet
Gollop-Wolfgang complex,13237,1986,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1986,,Orphanet
Femoral agenesis/hypoplasia,13238,1987,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1987,,Orphanet
Femoral-facial syndrome,13239,1988,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1988,,Orphanet
Cornelia de Lange syndrome,13240,199,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199,,Orphanet
Cleft lip with or without cleft palate,13241,1991,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1991,,Orphanet
Pulmonary capillary hemangiomatosis,13242,199241,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199241,,Orphanet
Nelson syndrome,13243,199244,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199244,,Orphanet
Corticosteroid-binding globulin deficiency,13244,199247,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199247,,Orphanet
Ledderhose disease,13245,199251,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199251,,Orphanet
Superficial fibromatosis,13246,199257,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199257,,Orphanet
Calcifying aponeurotic fibroma,13247,199260,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199260,,Orphanet
Infantile digital fibromatosis,13248,199267,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199267,,Orphanet
Familial multiple lipomatosis,13249,199276,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199276,,Orphanet
Familial angiolipomatosis,13250,199279,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199279,,Orphanet
Harlequin syndrome,13251,199282,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199282,,Orphanet
Hereditary hypercarotenemia and vitamin A deficiency,13252,199285,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199285,,Orphanet
Congenital microgastria,13253,199293,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199293,,Orphanet
Congenital isolated ACTH deficiency,13254,199296,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199296,,Orphanet
Late-onset isolated ACTH deficiency,13255,199299,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199299,,Orphanet
Pai syndrome,13256,1993,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1993,,Orphanet
Isolated cleft lip,13257,199302,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199302,,Orphanet
Cleft lip/palate,13258,199306,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199306,,Orphanet
Tetragametic chimerism,13259,199310,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199310,,Orphanet
Familial clubfoot with or without associated lower limb anomalies,13260,199315,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199315,,Orphanet
15q13.3 microdeletion syndrome,13261,199318,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199318,,Orphanet
Endophthalmitis,13262,199323,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199323,,Orphanet
"Isolated autosomal dominant hypomagnesemia, Glaudemans type",13263,199326,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199326,,Orphanet
"Congenital myopathy, Paradas type",13264,199329,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199329,,Orphanet
Endocrine-cerebro-osteodysplasia syndrome,13265,199332,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199332,,Orphanet
Pancreatic insufficiency-anemia-hyperostosis syndrome,13266,199337,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199337,,Orphanet
"Muscular dystrophy, Selcen type",13267,199340,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199340,,Orphanet
EAST syndrome,13268,199343,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199343,,Orphanet
Thiamine-responsive encephalopathy,13269,199348,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199348,,Orphanet
Adult-onset dystonia-parkinsonism,13270,199351,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199351,,Orphanet
Cerebral autosomal recessive arteriopathy-subcortical infarcts-leukoencephalopathy,13271,199354,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199354,,Orphanet
Cleft lip-retinopathy syndrome,13272,1995,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1995,,Orphanet
Atypical autism,13273,199627,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199627,,Orphanet
Isolated cerebellar vermis hypoplasia,13274,199630,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199630,,Orphanet
Non-syndromic cerebral malformation,13275,199633,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199633,,Orphanet
Syndrome with corpus callosum agenesis/dysgenesis as a major feature,13276,199639,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199639,,Orphanet
Isolated congenital microcephaly,13277,199642,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199642,,Orphanet
Isolated encephalocele,13278,199647,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_199647,,Orphanet
Blepharo-cheilo-odontic syndrome,13279,1997,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_1997,,Orphanet
3-hydroxy-3-methylglutaric aciduria,13280,20,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_20,,Orphanet
