name,code,order,parent,ontologyTermURI
L02BB05 (apalutamide),L02BB05,6236,L02BB (Anti-androgens),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004812
"C09DX06 (candesartan, amlodipine and hydrochlorothiazide)",C09DX06,6237,"C09DX (Angiotensin II receptor blockers (ARBs), other combinations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004821
A06AH05 (naldemedine),A06AH05,6238,A06AH (Peripheral opioid receptor antagonists),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004832
A07XA06 (crofelemer),A07XA06,6239,A07XA (Other antidiarrheals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004833
"A10BD25 (metformin, saxagliptin and dapagliflozin)",A10BD25,6240,A10BD (Combinations of oral blood glucose lowering drugs),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004834
A10BH52 (gemigliptin and rosuvastatin),A10BH52,6241,A10BH (Dipeptidyl peptidase 4 (DPP-4) inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004835
A10BK05 (ipragliflozin),A10BK05,6242,A10BK (Sodium-glucose co-transporter 2 (SGLT2) inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004836
A16AX15 (telotristat),A16AX15,6243,A16AX (Various alimentary tract and metabolism products),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004837
B02BX07 (lusutrombopag),B02BX07,6244,B02BX (Other systemic hemostatics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004838
B02BX08 (avatrombopag),B02BX08,6245,B02BX (Other systemic hemostatics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004839
B02BX09 (fostamatinib),B02BX09,6246,B02BX (Other systemic hemostatics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004840
B03XA05 (roxadustat),B03XA05,6247,B03XA (Other antianemic preparations),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004841
C01CX09 (angiotensin II),C01CX09,6248,C01CX (Other cardiac stimulants),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004842
"J05AR24 (lamivudine, tenofovir disoproxil and doravirine)",J05AR24,6249,"J05AR (Antivirals for treatment of HIV infections, combinations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004845
L04AX07 (dimethyl fumarate),L04AX07,6250,L04AX (Other immunosuppressants),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004852
L04AA42 (siponimod),L04AA42,6251,L04AA (Selective immunosuppressants),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004853
C02KX52 (ambrisentan and tadalafil),C02KX52,6252,C02KX (Antihypertensives for pulmonary arterial hypertension),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004862
C09DX05 (valsartan and nebivolol),C09DX05,6253,"C09DX (Angiotensin II receptor blockers (ARBs), other combinations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004863
D04AX01 (doxepin),D04AX01,6254,D04AX (Other antipruritics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004864
D10AD06 (trifarotene),D10AD06,6255,D10AD (Retinoids for topical use in acne),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004875
D11AH06 (crisaborole),D11AH06,6256,"D11AH (Agents for dermatitis, excluding corticosteroids)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004876
D11AX25 (hydrogen peroxide),D11AX25,6257,D11AX (Other dermatologicals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004877
G01AX17 (dapivirine),G01AX17,6258,G01AX (Other antiinfectives and antiseptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004878
G02BB02 (vaginal ring with progestogen),G02BB02,6259,G02BB (Intravaginal contraceptives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004879
G03AA17 (medroxyprogesterone and estradiol),G03AA17,6260,"G03AA (Progestogens and estrogens, fixed combinations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004880
G03AB09 (norgestimate and ethinylestradiol),G03AB09,6261,"G03AB (Progestogens and estrogens, sequential preparations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004881
G03XX (Other sex hormones and modulators of the genital system),G03XX,6262,G03X (OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004882
G03XX01 (prasterone),G03XX01,6263,G03XX (Other sex hormones and modulators of the genital system),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004883
G04CX04 (fexapotide),G04CX04,6264,G04CX (Other drugs used in benign prostatic hypertrophy),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004884
J01DD18 (cefteram),J01DD18,6265,J01DD (Third-generation cephalosporins),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004885
J01DD64 (cefpodoxime and beta-lactamase inhibitor),J01DD64,6266,J01DD (Third-generation cephalosporins),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004886
J01DH06 (tebipenem pivoxil),J01DH06,6267,J01DH (Carbapenems),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004887
J01MA22 (tosufloxacin),J01MA22,6268,J01MA (Fluoroquinolones),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004888
J01MA23 (delafloxacin),J01MA23,6269,J01MA (Fluoroquinolones),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004889
"J04AM07 (rifampicin, ethambutol and isoniazid)",J04AM07,6270,J04AM (Combinations of drugs for treatment of tuberculosis),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004890
"J04AM08 (isoniazid, sulfamethoxazole, trimethoprim and pyridoxine)",J04AM08,6271,J04AM (Combinations of drugs for treatment of tuberculosis),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004891
J05AR23 (atazanavir and ritonavir),J05AR23,6272,"J05AR (Antivirals for treatment of HIV infections, combinations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004892
J05AX17 (enisamium iodide),J05AX17,6273,J05AX (Other antivirals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004894
J05AX19 (tilorone),J05AX19,6274,J05AX (Other antivirals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004895
J05AX21 (pentanedioic acid imidazolyl ethanamide),J05AX21,6275,J05AX (Other antivirals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004896
J05AX23 (ibalizumab),J05AX23,6276,J05AX (Other antivirals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004897
L01AD08 (uramustine),L01AD08,6277,L01AD (Nitrosoureas),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004898
L01BC09 (floxuridine),L01BC09,6278,L01BC (Pyrimidine analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004899
L01XC31 (avelumab),L01XC31,6279,L01XC (Monoclonal antibodies),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004900
L01XC32 (atezolizumab),L01XC32,6280,L01XC (Monoclonal antibodies),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004901
L01XE44 (lorlatinib),L01XE44,6281,L01XE (Protein kinase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000004902
L01XE47 (dacomitinib),L01XE47,6282,L01XE (Protein kinase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000005012
N07XX12 (patisiran),N07XX12,6283,N07XX (Other nervous system drugs),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000005076
L01XX60 (talazoparib),L01XX60,6284,L01XX (Other antineoplastic agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000005081
A10BK06 (sotagliflozin),A10BK06,6285,A10BK (Sodium-glucose co-transporter 2 (SGLT2) inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000005091
A16AB19 (pegvaliase),A16AB19,6286,A16AB (Enzymes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000005139
J05AR25 (lamivudine and dolutegravir),J05AR25,6287,"J05AR (Antivirals for treatment of HIV infections, combinations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000005835
L04AA43 (ravulizumab),L04AA43,6288,L04AA (Selective immunosuppressants),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000005836
V03AF11 (arginine and lysine),V03AF11,6289,V03AF (Detoxifying agents for antineoplastic treatment),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010380
L01XX63 (glasdegib),L01XX63,6290,L01XX (Other antineoplastic agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010392
J07BX02 (ebola vaccines),J07BX02,6291,J07BX (Other viral vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010394
L04AC18 (risankizumab),L04AC18,6292,L04AC (Interleukin inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010395
N03AX24 (cannabidiol),N03AX24,6293,N03AX (Other antiepileptics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010400
L01XE53 (larotrectinib),L01XE53,6294,L01XE (Protein kinase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010402
L01XE46 (encorafenib),L01XE46,6295,L01XE (Protein kinase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010463
L01XE48 (icotinib),L01XE48,6296,L01XE (Protein kinase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010464
L01XX58 (epacadostat),L01XX58,6297,L01XX (Other antineoplastic agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010465
L01XX59 (enasidenib),L01XX59,6298,L01XX (Other antineoplastic agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010466
L01XX61 (copanlisib),L01XX61,6299,L01XX (Other antineoplastic agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010467
L02AE51 (leuprorelin and bicalutamide),L02AE51,6300,L02AE (Gonadotropin releasing hormone analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010468
L04AA38 (ozanimod),L04AA38,6301,L04AA (Selective immunosuppressants),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010469
L04AA39 (emapalumab),L04AA39,6302,L04AA (Selective immunosuppressants),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010470
M05BB09 (ibandronic acid and colecalciferol),M05BB09,6303,"M05BB (Bisphosphonates, combinations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010471
N07XX13 (valbenazine),N07XX13,6304,N07XX (Other nervous system drugs),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010472
N07XX14 (edaravone),N07XX14,6305,N07XX (Other nervous system drugs),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010473
P01CA03 (fexinidazole),P01CA03,6306,P01CA (Nitroimidazole derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010474
R03CC63 (clenbuterol and ambroxol),R03CC63,6307,R03CC (Selective beta-2-adrenoreceptor agonists),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010475
S01EX06 (omidenepag),S01EX06,6308,S01EX (Other antiglaucoma preparations),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010476
S01XA26 (riboflavin),S01XA26,6309,S01XA (Other ophthalmologicals),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010477
V04CX01 (indocyanine green),V04CX01,6310,V04CX (Other diagnostic agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010478
L01XE54 (gilteritinib),L01XE54,6311,L01XE (Protein kinase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010495
N07XX15 (inotersen),N07XX15,6312,N07XX (Other nervous system drugs),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010602
N06AX27 (esketamine),N06AX27,6313,N06AX (Other antidepressants),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010613
H02CA02 (osilodrostat),H02CA02,6314,H02CA (Anticorticosteroids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010622
L01XC37 (polatuzumab vedotin),L01XC37,6315,L01XC (Monoclonal antibodies),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010632
N02CD02 (galcanezumab),N02CD02,6316,N02CD (Calcitonin gene-related peptide (CGRP) antagonists),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010634
N06BA14 (solriamfetol),N06BA14,6317,N06BA (Centrally acting sympathomimetics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010636
N02CD (Calcitonin gene-related peptide (CGRP) antagonists),N02CD,6318,N02C (ANTIMIGRAINE PREPARATIONS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010637
N02CD01 (erenumab),N02CD01,6319,N02CD (Calcitonin gene-related peptide (CGRP) antagonists),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010642
S01LA06 (brolucizumab),S01LA06,6320,S01LA (Antineovascularisation agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010659
"J01DH56 (imipenem, cilastatin and relebactam)",J01DH56,6321,J01DH (Carbapenems),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010660
L02BB06 (darolutamide),L02BB06,6322,L02BB (Anti-androgens),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010747
C10AX15 (bempedoic acid),C10AX15,6323,C10AX (Other lipid modifying agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000010766
A02BC08 (vonoprazan),A02BC08,6324,A02BC (Proton pump inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000012059
"A02BD12 (rabeprazole, amoxicillin and clarithromycin)",A02BD12,6325,A02BD (Combinations for eradication of Helicobacter pylori),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000012060
"A02BD13 (rabeprazole, amoxicillin and metronidazole)",A02BD13,6326,A02BD (Combinations for eradication of Helicobacter pylori),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000012061
"A02BD14 (vonoprazan, amoxicillin and clarithromycin)",A02BD14,6327,A02BD (Combinations for eradication of Helicobacter pylori),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000012062
"A02BD15 (vonoprazan, amoxicillin and metronidazole)",A02BD15,6328,A02BD (Combinations for eradication of Helicobacter pylori),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000012063
A03BB06 (homatropine methylbromide),A03BB06,6329,"A03BB (Belladonna alkaloids, semisynthetic, quaternary ammonium compounds)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000012064
A03FA09 (mosapride),A03FA09,6330,A03FA (Propulsives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000012065
A07AA13 (rifamycin),A07AA13,6331,A07AA (Antibiotics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000012066
B01AF04 (betrixaban),B01AF04,6332,B01AF (Direct factor Xa inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000012067
B02AB05 (ulinastatin),B02AB05,6333,B02AB (Proteinase inhibitors),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000012068
B03AA12 (ferrous sodium citrate),B03AA12,6334,"B03AA (Iron bivalent, oral preparations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000012069
B03XA06 (luspatercept),B03XA06,6335,B03XA (Other antianemic preparations),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000012070
B06AX (Other hematological agents),B06AX,6336,B06A (OTHER HEMATOLOGICAL AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000012071
B06AX01 (crizanlizumab),B06AX01,6337,B06AX (Other hematological agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000012072
C08CA51 (amlodipine and celecoxib),C08CA51,6338,C08CA (Dihydropyridine derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000012073
"C09BX04 (perindopril, bisoprolol and amlodipine)",C09BX04,6339,"C09BX (ACE inhibitors, other combinations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000012074
C09DB09 (fimasartan and amlodipine),C09DB09,6340,C09DB (Angiotensin II receptor blockers (ARBs) and calcium channel blockers),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000012075
"C09DX07 (irbesartan, amlodipine and hydrochlorothiazide)",C09DX07,6341,"C09DX (Angiotensin II receptor blockers (ARBs), other combinations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000012076
C10BA07 (rosuvastatin and omega-3 fatty acids),C10BA07,6342,C10BA (Combinations of various lipid modifying agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000012077
C10BA08 (atorvastatin and omega-3 fatty acids),C10BA08,6343,C10BA (Combinations of various lipid modifying agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000012078
C10BA09 (rosuvastatin and fenofibrate),C10BA09,6344,C10BA (Combinations of various lipid modifying agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000012079
C10BX16 (rosuvastatin and fimasartan),C10BX16,6345,C10BX (Lipid modifying agents in combination with other drugs),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000012080
C10BX17 (rosuvastatin and ramipril),C10BX17,6346,C10BX (Lipid modifying agents in combination with other drugs),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000012081
D03AX14 (Centella asiatica herba),D03AX14,6347,D03AX (Other cicatrizants),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000012082
D06AX15 (rifamycin),D06AX15,6348,D06AX (Other antibiotics for topical use),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000012083
D11AA01 (glycopyrronium),D11AA01,6349,D11AA (Antihidrotics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000012084
"G01AF55 (econazole, combinations)",G01AF55,6350,G01AF (Imidazole derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000012085
G04CA54 (tamsulosin and tadalafil),G04CA54,6351,G04CA (Alpha-adrenoreceptor antagonists),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/200000012086
