order,name,label,codesystem,code,definition,ontologyTermURI
,USP3-AS1,USP3-AS1,HGNC,HGNC:44140,USP3 antisense RNA 1,https://identifiers.org/hgnc:44140
,USP4,USP4,HGNC,HGNC:12627,ubiquitin specific peptidase 4,https://identifiers.org/hgnc:12627
,USP5,USP5,HGNC,HGNC:12628,ubiquitin specific peptidase 5,https://identifiers.org/hgnc:12628
,USP6,USP6,HGNC,HGNC:12629,ubiquitin specific peptidase 6,https://identifiers.org/hgnc:12629
,USP6NL,USP6NL,HGNC,HGNC:16858,USP6 N-terminal like,https://identifiers.org/hgnc:16858
,USP6NL-AS1,USP6NL-AS1,HGNC,HGNC:55251,USP6NL antisense RNA 1,https://identifiers.org/hgnc:55251
,USP7,USP7,HGNC,HGNC:12630,ubiquitin specific peptidase 7,https://identifiers.org/hgnc:12630
,USP7-AS1,USP7-AS1,HGNC,HGNC:55379,USP7 antisense RNA 1,https://identifiers.org/hgnc:55379
,USP8,USP8,HGNC,HGNC:12631,ubiquitin specific peptidase 8,https://identifiers.org/hgnc:12631
,USP8P1,USP8P1,HGNC,HGNC:13987,USP8 pseudogene 1,https://identifiers.org/hgnc:13987
,USP8P2,USP8P2,HGNC,HGNC:54601,USP8 pseudogene 2,https://identifiers.org/hgnc:54601
,USP9X,USP9X,HGNC,HGNC:12632,ubiquitin specific peptidase 9 X-linked,https://identifiers.org/hgnc:12632
,USP9Y,USP9Y,HGNC,HGNC:12633,ubiquitin specific peptidase 9 Y-linked,https://identifiers.org/hgnc:12633
,USP9YP1,USP9YP1,HGNC,HGNC:31741,USP9Y pseudogene 1,https://identifiers.org/hgnc:31741
,USP9YP2,USP9YP2,HGNC,HGNC:31742,USP9Y pseudogene 2,https://identifiers.org/hgnc:31742
,USP9YP3,USP9YP3,HGNC,HGNC:37739,USP9Y pseudogene 3,https://identifiers.org/hgnc:37739
,USP9YP4,USP9YP4,HGNC,HGNC:37740,USP9Y pseudogene 4,https://identifiers.org/hgnc:37740
,USP9YP5,USP9YP5,HGNC,HGNC:38418,USP9Y pseudogene 5,https://identifiers.org/hgnc:38418
,USP9YP6,USP9YP6,HGNC,HGNC:38078,USP9Y pseudogene 6,https://identifiers.org/hgnc:38078
,USP9YP7,USP9YP7,HGNC,HGNC:38079,USP9Y pseudogene 7,https://identifiers.org/hgnc:38079
,USP9YP8,USP9YP8,HGNC,HGNC:38424,USP9Y pseudogene 8,https://identifiers.org/hgnc:38424
,USP9YP9,USP9YP9,HGNC,HGNC:38435,USP9Y pseudogene 9,https://identifiers.org/hgnc:38435
,USP9YP10,USP9YP10,HGNC,HGNC:38454,USP9Y pseudogene 10,https://identifiers.org/hgnc:38454
,USP9YP11,USP9YP11,HGNC,HGNC:38460,USP9Y pseudogene 11,https://identifiers.org/hgnc:38460
,USP9YP12,USP9YP12,HGNC,HGNC:38720,USP9Y pseudogene 12,https://identifiers.org/hgnc:38720
,USP9YP13,USP9YP13,HGNC,HGNC:38721,USP9Y pseudogene 13,https://identifiers.org/hgnc:38721
,USP9YP14,USP9YP14,HGNC,HGNC:38748,USP9Y pseudogene 14,https://identifiers.org/hgnc:38748
,USP9YP15,USP9YP15,HGNC,HGNC:38751,USP9Y pseudogene 15,https://identifiers.org/hgnc:38751
,USP9YP16,USP9YP16,HGNC,HGNC:38752,USP9Y pseudogene 16,https://identifiers.org/hgnc:38752
,USP9YP17,USP9YP17,HGNC,HGNC:38753,USP9Y pseudogene 17,https://identifiers.org/hgnc:38753
,USP9YP18,USP9YP18,HGNC,HGNC:38754,USP9Y pseudogene 18,https://identifiers.org/hgnc:38754
,USP9YP19,USP9YP19,HGNC,HGNC:38755,USP9Y pseudogene 19,https://identifiers.org/hgnc:38755
,USP9YP20,USP9YP20,HGNC,HGNC:38767,USP9Y pseudogene 20,https://identifiers.org/hgnc:38767
,USP9YP21,USP9YP21,HGNC,HGNC:38757,USP9Y pseudogene 21,https://identifiers.org/hgnc:38757
,USP9YP22,USP9YP22,HGNC,HGNC:38758,USP9Y pseudogene 22,https://identifiers.org/hgnc:38758
,USP9YP23,USP9YP23,HGNC,HGNC:38759,USP9Y pseudogene 23,https://identifiers.org/hgnc:38759
,USP9YP24,USP9YP24,HGNC,HGNC:38760,USP9Y pseudogene 24,https://identifiers.org/hgnc:38760
,USP9YP25,USP9YP25,HGNC,HGNC:38761,USP9Y pseudogene 25,https://identifiers.org/hgnc:38761
,USP9YP26,USP9YP26,HGNC,HGNC:38762,USP9Y pseudogene 26,https://identifiers.org/hgnc:38762
,USP9YP27,USP9YP27,HGNC,HGNC:38763,USP9Y pseudogene 27,https://identifiers.org/hgnc:38763
,USP9YP28,USP9YP28,HGNC,HGNC:38764,USP9Y pseudogene 28,https://identifiers.org/hgnc:38764
,USP9YP29,USP9YP29,HGNC,HGNC:38765,USP9Y pseudogene 29,https://identifiers.org/hgnc:38765
,USP9YP30,USP9YP30,HGNC,HGNC:38766,USP9Y pseudogene 30,https://identifiers.org/hgnc:38766
,USP9YP31,USP9YP31,HGNC,HGNC:38775,USP9Y pseudogene 31,https://identifiers.org/hgnc:38775
,USP9YP32,USP9YP32,HGNC,HGNC:38776,USP9Y pseudogene 32,https://identifiers.org/hgnc:38776
,USP9YP33,USP9YP33,HGNC,HGNC:38777,USP9Y pseudogene 33,https://identifiers.org/hgnc:38777
,USP9YP34,USP9YP34,HGNC,HGNC:38778,USP9Y pseudogene 34,https://identifiers.org/hgnc:38778
,USP9YP35,USP9YP35,HGNC,HGNC:38779,USP9Y pseudogene 35,https://identifiers.org/hgnc:38779
,USP9YP36,USP9YP36,HGNC,HGNC:38780,USP9Y pseudogene 36,https://identifiers.org/hgnc:38780
,USP10,USP10,HGNC,HGNC:12608,ubiquitin specific peptidase 10,https://identifiers.org/hgnc:12608
,USP10P1,USP10P1,HGNC,HGNC:31752,USP10 pseudogene 1,https://identifiers.org/hgnc:31752
,USP10P2,USP10P2,HGNC,HGNC:33272,USP10 pseudogene 2,https://identifiers.org/hgnc:33272
,USP10P3,USP10P3,HGNC,HGNC:56965,USP10 pseudogene 3,https://identifiers.org/hgnc:56965
,USP11,USP11,HGNC,HGNC:12609,ubiquitin specific peptidase 11,https://identifiers.org/hgnc:12609
,USP12,USP12,HGNC,HGNC:20485,ubiquitin specific peptidase 12,https://identifiers.org/hgnc:20485
,USP12-AS1,USP12-AS1,HGNC,HGNC:39961,USP12 antisense RNA 1,https://identifiers.org/hgnc:39961
,USP12P1,USP12P1,HGNC,HGNC:12610,USP12 pseudogene 1,https://identifiers.org/hgnc:12610
,USP12P2,USP12P2,HGNC,HGNC:54575,USP12 pseudogene 2,https://identifiers.org/hgnc:54575
,USP12P3,USP12P3,HGNC,HGNC:54576,USP12 pseudogene 3,https://identifiers.org/hgnc:54576
,USP12PX,USP12PX,HGNC,HGNC:21410,USP12 pseudogene X-linked,https://identifiers.org/hgnc:21410
,USP12PY,USP12PY,HGNC,HGNC:23195,USP12 pseudogene Y-linked,https://identifiers.org/hgnc:23195
,USP13,USP13,HGNC,HGNC:12611,ubiquitin specific peptidase 13,https://identifiers.org/hgnc:12611
,USP14,USP14,HGNC,HGNC:12612,ubiquitin specific peptidase 14,https://identifiers.org/hgnc:12612
,USP15,USP15,HGNC,HGNC:12613,ubiquitin specific peptidase 15,https://identifiers.org/hgnc:12613
,USP16,USP16,HGNC,HGNC:12614,ubiquitin specific peptidase 16,https://identifiers.org/hgnc:12614
,USP17L1,USP17L1,HGNC,HGNC:37182,ubiquitin specific peptidase 17 like family member 1,https://identifiers.org/hgnc:37182
,USP17L2,USP17L2,HGNC,HGNC:34434,ubiquitin specific peptidase 17 like family member 2,https://identifiers.org/hgnc:34434
,USP17L3,USP17L3,HGNC,HGNC:37175,ubiquitin specific peptidase 17 like family member 3,https://identifiers.org/hgnc:37175
,USP17L4,USP17L4,HGNC,HGNC:37176,ubiquitin specific peptidase 17 like family member 4,https://identifiers.org/hgnc:37176
,USP17L5,USP17L5,HGNC,HGNC:37177,ubiquitin specific peptidase 17 like family member 5,https://identifiers.org/hgnc:37177
,USP17L6P,USP17L6P,HGNC,HGNC:37179,"ubiquitin specific peptidase 17 like family member 6, pseudogene",https://identifiers.org/hgnc:37179
,USP17L7,USP17L7,HGNC,HGNC:37180,ubiquitin specific peptidase 17 like family member 7,https://identifiers.org/hgnc:37180
,USP17L8,USP17L8,HGNC,HGNC:37181,ubiquitin specific peptidase 17 like family member 8,https://identifiers.org/hgnc:37181
,USP17L9P,USP17L9P,HGNC,HGNC:12615,"ubiquitin specific peptidase 17 like family member 9, pseudogene",https://identifiers.org/hgnc:12615
,USP17L10,USP17L10,HGNC,HGNC:44438,ubiquitin specific peptidase 17 like family member 10,https://identifiers.org/hgnc:44438
,USP17L11,USP17L11,HGNC,HGNC:44439,ubiquitin specific peptidase 17 like family member 11,https://identifiers.org/hgnc:44439
,USP17L12,USP17L12,HGNC,HGNC:44440,ubiquitin specific peptidase 17 like family member 12,https://identifiers.org/hgnc:44440
,USP17L13,USP17L13,HGNC,HGNC:44441,ubiquitin specific peptidase 17 like family member 13,https://identifiers.org/hgnc:44441
,USP17L14P,USP17L14P,HGNC,HGNC:44442,"ubiquitin specific peptidase 17 like family member 14, pseudogene",https://identifiers.org/hgnc:44442
,USP17L15,USP17L15,HGNC,HGNC:44443,ubiquitin specific peptidase 17 like family member 15,https://identifiers.org/hgnc:44443
,USP17L16P,USP17L16P,HGNC,HGNC:44444,"ubiquitin specific peptidase 17 like family member 16, pseudogene",https://identifiers.org/hgnc:44444
,USP17L17,USP17L17,HGNC,HGNC:44445,ubiquitin specific peptidase 17 like family member 17,https://identifiers.org/hgnc:44445
,USP17L18,USP17L18,HGNC,HGNC:44446,ubiquitin specific peptidase 17 like family member 18,https://identifiers.org/hgnc:44446
,USP17L19,USP17L19,HGNC,HGNC:44447,ubiquitin specific peptidase 17 like family member 19,https://identifiers.org/hgnc:44447
,USP17L20,USP17L20,HGNC,HGNC:44448,ubiquitin specific peptidase 17 like family member 20,https://identifiers.org/hgnc:44448
,USP17L21,USP17L21,HGNC,HGNC:44449,ubiquitin specific peptidase 17 like family member 21,https://identifiers.org/hgnc:44449
,USP17L22,USP17L22,HGNC,HGNC:44450,ubiquitin specific peptidase 17 like family member 22,https://identifiers.org/hgnc:44450
,USP17L23,USP17L23,HGNC,HGNC:44451,ubiquitin specific peptidase 17 like family member 23,https://identifiers.org/hgnc:44451
,USP17L24,USP17L24,HGNC,HGNC:44453,ubiquitin specific peptidase 17 like family member 24,https://identifiers.org/hgnc:44453
,USP17L25,USP17L25,HGNC,HGNC:44452,ubiquitin specific peptidase 17 like family member 25,https://identifiers.org/hgnc:44452
,USP17L26,USP17L26,HGNC,HGNC:44454,ubiquitin specific peptidase 17 like family member 26,https://identifiers.org/hgnc:44454
,USP17L27,USP17L27,HGNC,HGNC:44455,ubiquitin specific peptidase 17 like family member 27,https://identifiers.org/hgnc:44455
,USP17L28,USP17L28,HGNC,HGNC:44456,ubiquitin specific peptidase 17 like family member 28,https://identifiers.org/hgnc:44456
,USP17L29,USP17L29,HGNC,HGNC:44457,ubiquitin specific peptidase 17 like family member 29,https://identifiers.org/hgnc:44457
,USP17L30,USP17L30,HGNC,HGNC:44458,ubiquitin specific peptidase 17 like family member 30,https://identifiers.org/hgnc:44458
,USP18,USP18,HGNC,HGNC:12616,ubiquitin specific peptidase 18,https://identifiers.org/hgnc:12616
,USP19,USP19,HGNC,HGNC:12617,ubiquitin specific peptidase 19,https://identifiers.org/hgnc:12617
,USP20,USP20,HGNC,HGNC:12619,ubiquitin specific peptidase 20,https://identifiers.org/hgnc:12619
,USP21,USP21,HGNC,HGNC:12620,ubiquitin specific peptidase 21,https://identifiers.org/hgnc:12620
,USP21P1,USP21P1,HGNC,HGNC:54618,USP21 pseudogene 1,https://identifiers.org/hgnc:54618
,USP21P2,USP21P2,HGNC,HGNC:54650,USP21 pseudogene 2,https://identifiers.org/hgnc:54650
,USP22,USP22,HGNC,HGNC:12621,ubiquitin specific peptidase 22,https://identifiers.org/hgnc:12621
,USP24,USP24,HGNC,HGNC:12623,ubiquitin specific peptidase 24,https://identifiers.org/hgnc:12623
,USP24P1,USP24P1,HGNC,HGNC:42014,ubiquitin specific peptidase 24 pseudogene 1,https://identifiers.org/hgnc:42014
,USP25,USP25,HGNC,HGNC:12624,ubiquitin specific peptidase 25,https://identifiers.org/hgnc:12624
,USP26,USP26,HGNC,HGNC:13485,ubiquitin specific peptidase 26,https://identifiers.org/hgnc:13485
,USP27X,USP27X,HGNC,HGNC:13486,ubiquitin specific peptidase 27 X-linked,https://identifiers.org/hgnc:13486
,USP27X-DT,USP27X-DT,HGNC,HGNC:27249,USP27X divergent transcript,https://identifiers.org/hgnc:27249
,USP28,USP28,HGNC,HGNC:12625,ubiquitin specific peptidase 28,https://identifiers.org/hgnc:12625
,USP29,USP29,HGNC,HGNC:18563,ubiquitin specific peptidase 29,https://identifiers.org/hgnc:18563
,USP30,USP30,HGNC,HGNC:20065,ubiquitin specific peptidase 30,https://identifiers.org/hgnc:20065
,USP30-AS1,USP30-AS1,HGNC,HGNC:40909,USP30 antisense RNA 1,https://identifiers.org/hgnc:40909
,USP31,USP31,HGNC,HGNC:20060,ubiquitin specific peptidase 31,https://identifiers.org/hgnc:20060
,USP32,USP32,HGNC,HGNC:19143,ubiquitin specific peptidase 32,https://identifiers.org/hgnc:19143
,USP32P1,USP32P1,HGNC,HGNC:43570,ubiquitin specific peptidase 32 pseudogene 1,https://identifiers.org/hgnc:43570
,USP32P2,USP32P2,HGNC,HGNC:30751,ubiquitin specific peptidase 32 pseudogene 2,https://identifiers.org/hgnc:30751
,USP32P3,USP32P3,HGNC,HGNC:43576,ubiquitin specific peptidase 32 pseudogene 3,https://identifiers.org/hgnc:43576
,USP32P4,USP32P4,HGNC,HGNC:43577,ubiquitin specific peptidase 32 pseudogene 4,https://identifiers.org/hgnc:43577
,USP33,USP33,HGNC,HGNC:20059,ubiquitin specific peptidase 33,https://identifiers.org/hgnc:20059
,USP34,USP34,HGNC,HGNC:20066,ubiquitin specific peptidase 34,https://identifiers.org/hgnc:20066
,USP34-DT,USP34-DT,HGNC,HGNC:55262,USP34 divergent transcript,https://identifiers.org/hgnc:55262
,USP35,USP35,HGNC,HGNC:20061,ubiquitin specific peptidase 35,https://identifiers.org/hgnc:20061
,USP36,USP36,HGNC,HGNC:20062,ubiquitin specific peptidase 36,https://identifiers.org/hgnc:20062
,USP37,USP37,HGNC,HGNC:20063,ubiquitin specific peptidase 37,https://identifiers.org/hgnc:20063
,USP37P1,USP37P1,HGNC,HGNC:55020,USP37 pseudogene 1,https://identifiers.org/hgnc:55020
,USP38,USP38,HGNC,HGNC:20067,ubiquitin specific peptidase 38,https://identifiers.org/hgnc:20067
,USP38-DT,USP38-DT,HGNC,HGNC:55554,USP38 divergent transcript,https://identifiers.org/hgnc:55554
,USP39,USP39,HGNC,HGNC:20071,ubiquitin specific peptidase 39,https://identifiers.org/hgnc:20071
,USP40,USP40,HGNC,HGNC:20069,ubiquitin specific peptidase 40,https://identifiers.org/hgnc:20069
,USP41P,USP41P,HGNC,HGNC:20070,"ubiquitin specific peptidase 41, pseudogene",https://identifiers.org/hgnc:20070
,USP42,USP42,HGNC,HGNC:20068,ubiquitin specific peptidase 42,https://identifiers.org/hgnc:20068
,USP43,USP43,HGNC,HGNC:20072,ubiquitin specific peptidase 43,https://identifiers.org/hgnc:20072
,USP44,USP44,HGNC,HGNC:20064,ubiquitin specific peptidase 44,https://identifiers.org/hgnc:20064
,USP45,USP45,HGNC,HGNC:20080,ubiquitin specific peptidase 45,https://identifiers.org/hgnc:20080
,USP46,USP46,HGNC,HGNC:20075,ubiquitin specific peptidase 46,https://identifiers.org/hgnc:20075
,USP46-DT,USP46-DT,HGNC,HGNC:43991,USP46 divergent transcript,https://identifiers.org/hgnc:43991
,USP47,USP47,HGNC,HGNC:20076,ubiquitin specific peptidase 47,https://identifiers.org/hgnc:20076
,USP48,USP48,HGNC,HGNC:18533,ubiquitin specific peptidase 48,https://identifiers.org/hgnc:18533
,USP49,USP49,HGNC,HGNC:20078,ubiquitin specific peptidase 49,https://identifiers.org/hgnc:20078
,USP50,USP50,HGNC,HGNC:20079,ubiquitin specific peptidase 50,https://identifiers.org/hgnc:20079
,USP51,USP51,HGNC,HGNC:23086,ubiquitin specific peptidase 51,https://identifiers.org/hgnc:23086
,USP53,USP53,HGNC,HGNC:29255,ubiquitin specific peptidase 53,https://identifiers.org/hgnc:29255
,USP53-DT,USP53-DT,HGNC,HGNC:58879,USP53 divergent transcript,https://identifiers.org/hgnc:58879
,USP54,USP54,HGNC,HGNC:23513,ubiquitin specific peptidase 54,https://identifiers.org/hgnc:23513
,USPL1,USPL1,HGNC,HGNC:20294,ubiquitin specific peptidase like 1,https://identifiers.org/hgnc:20294
,UST,UST,HGNC,HGNC:17223,uronyl 2-sulfotransferase,https://identifiers.org/hgnc:17223
,UST-AS1,UST-AS1,HGNC,HGNC:40802,UST antisense RNA 1,https://identifiers.org/hgnc:40802
,UST-AS2,UST-AS2,HGNC,HGNC:40803,UST antisense RNA 2,https://identifiers.org/hgnc:40803
,UTF1,UTF1,HGNC,HGNC:12634,undifferentiated embryonic cell transcription factor 1,https://identifiers.org/hgnc:12634
,UTP3,UTP3,HGNC,HGNC:24477,UTP3 small subunit processome component,https://identifiers.org/hgnc:24477
,UTP4,UTP4,HGNC,HGNC:1983,UTP4 small subunit processome component,https://identifiers.org/hgnc:1983
,UTP6,UTP6,HGNC,HGNC:18279,UTP6 small subunit processome component,https://identifiers.org/hgnc:18279
,UTP11,UTP11,HGNC,HGNC:24329,UTP11 small subunit processome component,https://identifiers.org/hgnc:24329
,UTP14A,UTP14A,HGNC,HGNC:10665,UTP14A small subunit processome component,https://identifiers.org/hgnc:10665
,UTP14C,UTP14C,HGNC,HGNC:20321,UTP14C small subunit processome component,https://identifiers.org/hgnc:20321
,UTP15,UTP15,HGNC,HGNC:25758,UTP15 small subunit processome component,https://identifiers.org/hgnc:25758
,UTP18,UTP18,HGNC,HGNC:24274,UTP18 small subunit processome component,https://identifiers.org/hgnc:24274
,UTP20,UTP20,HGNC,HGNC:17897,UTP20 small subunit processome component,https://identifiers.org/hgnc:17897
,UTP23,UTP23,HGNC,HGNC:28224,UTP23 small subunit processome component,https://identifiers.org/hgnc:28224
,UTP25,UTP25,HGNC,HGNC:28440,UTP25 small subunit processome component,https://identifiers.org/hgnc:28440
,UTRN,UTRN,HGNC,HGNC:12635,utrophin,https://identifiers.org/hgnc:12635
,UTS2,UTS2,HGNC,HGNC:12636,urotensin 2,https://identifiers.org/hgnc:12636
,UTS2B,UTS2B,HGNC,HGNC:30894,urotensin 2B,https://identifiers.org/hgnc:30894
,UTS2R,UTS2R,HGNC,HGNC:4468,urotensin 2 receptor,https://identifiers.org/hgnc:4468
,UTY,UTY,HGNC,HGNC:12638,"ubiquitously transcribed tetratricopeptide repeat containing, Y-linked",https://identifiers.org/hgnc:12638
,UVRAG,UVRAG,HGNC,HGNC:12640,UV radiation resistance associated,https://identifiers.org/hgnc:12640
,UVRAG-DT,UVRAG-DT,HGNC,HGNC:53952,UVRAG divergent transcript,https://identifiers.org/hgnc:53952
,UVSSA,UVSSA,HGNC,HGNC:29304,UV stimulated scaffold protein A,https://identifiers.org/hgnc:29304
,UXS1,UXS1,HGNC,HGNC:17729,UDP-glucuronate decarboxylase 1,https://identifiers.org/hgnc:17729
,UXT,UXT,HGNC,HGNC:12641,ubiquitously expressed prefoldin like chaperone,https://identifiers.org/hgnc:12641
,UXT-AS1,UXT-AS1,HGNC,HGNC:49239,UXT antisense RNA 1,https://identifiers.org/hgnc:49239
,VAC14,VAC14,HGNC,HGNC:25507,VAC14 component of PIKFYVE complex,https://identifiers.org/hgnc:25507
,VAC14-AS1,VAC14-AS1,HGNC,HGNC:48605,VAC14 antisense RNA 1,https://identifiers.org/hgnc:48605
,VAC14-AS2,VAC14-AS2,HGNC,HGNC:58481,VAC14 antisense RNA 2,https://identifiers.org/hgnc:58481
,VAMP1,VAMP1,HGNC,HGNC:12642,vesicle associated membrane protein 1,https://identifiers.org/hgnc:12642
,VAMP1-AS1,VAMP1-AS1,HGNC,HGNC:56361,VAMP1 antisense RNA 1,https://identifiers.org/hgnc:56361
,VAMP2,VAMP2,HGNC,HGNC:12643,vesicle associated membrane protein 2,https://identifiers.org/hgnc:12643
,VAMP3,VAMP3,HGNC,HGNC:12644,vesicle associated membrane protein 3,https://identifiers.org/hgnc:12644
,VAMP4,VAMP4,HGNC,HGNC:12645,vesicle associated membrane protein 4,https://identifiers.org/hgnc:12645
,VAMP5,VAMP5,HGNC,HGNC:12646,vesicle associated membrane protein 5,https://identifiers.org/hgnc:12646
,VAMP7,VAMP7,HGNC,HGNC:11486,vesicle associated membrane protein 7,https://identifiers.org/hgnc:11486
,VAMP8,VAMP8,HGNC,HGNC:12647,vesicle associated membrane protein 8,https://identifiers.org/hgnc:12647
,VAMP9P,VAMP9P,HGNC,HGNC:53817,"vesicle associated membrane protein 9, pseudogene",https://identifiers.org/hgnc:53817
,VANGL1,VANGL1,HGNC,HGNC:15512,VANGL planar cell polarity protein 1,https://identifiers.org/hgnc:15512
,VANGL2,VANGL2,HGNC,HGNC:15511,VANGL planar cell polarity protein 2,https://identifiers.org/hgnc:15511
,VAPA,VAPA,HGNC,HGNC:12648,VAMP associated protein A,https://identifiers.org/hgnc:12648
,VAPB,VAPB,HGNC,HGNC:12649,VAMP associated protein B and C,https://identifiers.org/hgnc:12649
,VARS1,VARS1,HGNC,HGNC:12651,valyl-tRNA synthetase 1,https://identifiers.org/hgnc:12651
,VARS2,VARS2,HGNC,HGNC:21642,"valyl-tRNA synthetase 2, mitochondrial",https://identifiers.org/hgnc:21642
,VASH1,VASH1,HGNC,HGNC:19964,vasohibin 1,https://identifiers.org/hgnc:19964
,VASH1-AS1,VASH1-AS1,HGNC,HGNC:53215,VASH1 antisense RNA 1,https://identifiers.org/hgnc:53215
,VASH1-DT,VASH1-DT,HGNC,HGNC:55446,VASH1 divergent transcript,https://identifiers.org/hgnc:55446
,VASH2,VASH2,HGNC,HGNC:25723,vasohibin 2,https://identifiers.org/hgnc:25723
,VASN,VASN,HGNC,HGNC:18517,vasorin,https://identifiers.org/hgnc:18517
,VASP,VASP,HGNC,HGNC:12652,vasodilator stimulated phosphoprotein,https://identifiers.org/hgnc:12652
,VAT1,VAT1,HGNC,HGNC:16919,vesicle amine transport 1,https://identifiers.org/hgnc:16919
,VAT1L,VAT1L,HGNC,HGNC:29315,vesicle amine transport 1 like,https://identifiers.org/hgnc:29315
,VAV1,VAV1,HGNC,HGNC:12657,vav guanine nucleotide exchange factor 1,https://identifiers.org/hgnc:12657
,VAV2,VAV2,HGNC,HGNC:12658,vav guanine nucleotide exchange factor 2,https://identifiers.org/hgnc:12658
,VAV3,VAV3,HGNC,HGNC:12659,vav guanine nucleotide exchange factor 3,https://identifiers.org/hgnc:12659
,VAV3-AS1,VAV3-AS1,HGNC,HGNC:40608,VAV3 antisense RNA 1,https://identifiers.org/hgnc:40608
,VAX1,VAX1,HGNC,HGNC:12660,ventral anterior homeobox 1,https://identifiers.org/hgnc:12660
,VAX2,VAX2,HGNC,HGNC:12661,ventral anterior homeobox 2,https://identifiers.org/hgnc:12661
,VBP1,VBP1,HGNC,HGNC:12662,VHL binding protein 1,https://identifiers.org/hgnc:12662
,VCAM1,VCAM1,HGNC,HGNC:12663,vascular cell adhesion molecule 1,https://identifiers.org/hgnc:12663
,VCAN,VCAN,HGNC,HGNC:2464,versican,https://identifiers.org/hgnc:2464
,VCAN-AS1,VCAN-AS1,HGNC,HGNC:40163,VCAN antisense RNA 1,https://identifiers.org/hgnc:40163
,VCF1,VCF1,HGNC,HGNC:25918,VCP nuclear cofactor family member 1,https://identifiers.org/hgnc:25918
,VCF2,VCF2,HGNC,HGNC:25085,VCP nuclear cofactor family member 2,https://identifiers.org/hgnc:25085
,VCL,VCL,HGNC,HGNC:12665,vinculin,https://identifiers.org/hgnc:12665
,VCP,VCP,HGNC,HGNC:12666,valosin containing protein,https://identifiers.org/hgnc:12666
,VCPIP1,VCPIP1,HGNC,HGNC:30897,valosin containing protein interacting protein 1,https://identifiers.org/hgnc:30897
,VCPKMT,VCPKMT,HGNC,HGNC:20352,valosin containing protein lysine methyltransferase,https://identifiers.org/hgnc:20352
,VCX,VCX,HGNC,HGNC:12667,variable charge X-linked,https://identifiers.org/hgnc:12667
,VCX2,VCX2,HGNC,HGNC:18158,variable charge X-linked 2,https://identifiers.org/hgnc:18158
,VCX3A,VCX3A,HGNC,HGNC:18159,variable charge X-linked 3A,https://identifiers.org/hgnc:18159
,VCX3B,VCX3B,HGNC,HGNC:31838,variable charge X-linked 3B,https://identifiers.org/hgnc:31838
,VCY,VCY,HGNC,HGNC:12668,variable charge Y-linked,https://identifiers.org/hgnc:12668
,VCY1B,VCY1B,HGNC,HGNC:31751,variable charge Y-linked 1B,https://identifiers.org/hgnc:31751
,VDAC1,VDAC1,HGNC,HGNC:12669,voltage dependent anion channel 1,https://identifiers.org/hgnc:12669
,VDAC1-AS1,VDAC1-AS1,HGNC,HGNC:59145,VDAC1 antisense RNA 1,https://identifiers.org/hgnc:59145
,VDAC1P1,VDAC1P1,HGNC,HGNC:12671,voltage dependent anion channel 1 pseudogene 1,https://identifiers.org/hgnc:12671
,VDAC1P2,VDAC1P2,HGNC,HGNC:12670,voltage dependent anion channel 1 pseudogene 2,https://identifiers.org/hgnc:12670
,VDAC1P3,VDAC1P3,HGNC,HGNC:37478,voltage dependent anion channel 1 pseudogene 3,https://identifiers.org/hgnc:37478
