order,collection,research center,primary tumor site,metastasis,year of diagnosis,sex,n
2352,FORCE-NEN collections,Maxima MC/MUMC,Unknown primary site,Unknown,<1991,Female,4
2353,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,Yes,2021-2025,Male,9
2354,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,Yes,2021-2025,Female,8
2355,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,Yes,2016-2020,Male,2
2356,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,Yes,2016-2020,Female,8
2357,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,Yes,2011-2015,Male,8
2358,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,Yes,2011-2015,Female,17
2359,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,Yes,2006-2010,Male,7
2360,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,Yes,2006-2010,Female,1
2361,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,Yes,2001-2005,Male,3
2362,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,Yes,2001-2005,Female,8
2363,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,Yes,1991-2000,Male,17
2364,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,Yes,1991-2000,Female,19
2365,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,Yes,<1991,Male,5
2366,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,Yes,<1991,Female,14
2367,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,No,2021-2025,Male,8
2368,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,No,2021-2025,Female,5
2369,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,No,2016-2020,Male,7
2370,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,No,2016-2020,Female,5
2371,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,No,2011-2015,Male,6
2372,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,No,2011-2015,Female,15
2373,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,No,2006-2010,Male,8
2374,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,No,2006-2010,Female,17
2375,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,No,2001-2005,Male,5
2376,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,No,2001-2005,Female,3
2377,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,No,1991-2000,Male,11
2378,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,No,1991-2000,Female,19
2379,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,No,<1991,Male,2
2380,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,No,<1991,Female,14
2381,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,Unknown,2021-2025,Male,10
2382,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,Unknown,2021-2025,Female,3
2383,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,Unknown,2016-2020,Male,6
2384,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,Unknown,2016-2020,Female,5
2385,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,Unknown,2011-2015,Male,11
2386,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,Unknown,2011-2015,Female,14
2387,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,Unknown,2006-2010,Male,5
2388,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,Unknown,2006-2010,Female,9
2389,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,Unknown,2001-2005,Male,16
2390,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,Unknown,2001-2005,Female,16
2391,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,Unknown,1991-2000,Male,11
2392,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,Unknown,1991-2000,Female,20
2393,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,Unknown,<1991,Male,8
2394,FORCE-NEN collections,AvL/UMCU,ESOPHAGUS,Unknown,<1991,Female,18
2395,FORCE-NEN collections,AvL/UMCU,COLON,Yes,2021-2025,Male,5
2396,FORCE-NEN collections,AvL/UMCU,COLON,Yes,2021-2025,Female,1
2397,FORCE-NEN collections,AvL/UMCU,COLON,Yes,2016-2020,Male,1
2398,FORCE-NEN collections,AvL/UMCU,COLON,Yes,2016-2020,Female,2
2399,FORCE-NEN collections,AvL/UMCU,COLON,Yes,2011-2015,Male,11
2400,FORCE-NEN collections,AvL/UMCU,COLON,Yes,2011-2015,Female,5
2401,FORCE-NEN collections,AvL/UMCU,COLON,Yes,2006-2010,Male,2
2402,FORCE-NEN collections,AvL/UMCU,COLON,Yes,2006-2010,Female,20
2403,FORCE-NEN collections,AvL/UMCU,COLON,Yes,2001-2005,Male,3
2404,FORCE-NEN collections,AvL/UMCU,COLON,Yes,2001-2005,Female,19
2405,FORCE-NEN collections,AvL/UMCU,COLON,Yes,1991-2000,Male,14
2406,FORCE-NEN collections,AvL/UMCU,COLON,Yes,1991-2000,Female,20
2407,FORCE-NEN collections,AvL/UMCU,COLON,Yes,<1991,Male,14
2408,FORCE-NEN collections,AvL/UMCU,COLON,Yes,<1991,Female,4
2409,FORCE-NEN collections,AvL/UMCU,COLON,No,2021-2025,Male,13
2410,FORCE-NEN collections,AvL/UMCU,COLON,No,2021-2025,Female,9
2411,FORCE-NEN collections,AvL/UMCU,COLON,No,2016-2020,Male,13
2412,FORCE-NEN collections,AvL/UMCU,COLON,No,2016-2020,Female,0
2413,FORCE-NEN collections,AvL/UMCU,COLON,No,2011-2015,Male,17
2414,FORCE-NEN collections,AvL/UMCU,COLON,No,2011-2015,Female,20
2415,FORCE-NEN collections,AvL/UMCU,COLON,No,2006-2010,Male,17
2416,FORCE-NEN collections,AvL/UMCU,COLON,No,2006-2010,Female,13
2417,FORCE-NEN collections,AvL/UMCU,COLON,No,2001-2005,Male,14
2418,FORCE-NEN collections,AvL/UMCU,COLON,No,2001-2005,Female,9
2419,FORCE-NEN collections,AvL/UMCU,COLON,No,1991-2000,Male,15
2420,FORCE-NEN collections,AvL/UMCU,COLON,No,1991-2000,Female,17
2421,FORCE-NEN collections,AvL/UMCU,COLON,No,<1991,Male,3
2422,FORCE-NEN collections,AvL/UMCU,COLON,No,<1991,Female,15
2423,FORCE-NEN collections,AvL/UMCU,COLON,Unknown,2021-2025,Male,19
2424,FORCE-NEN collections,AvL/UMCU,COLON,Unknown,2021-2025,Female,1
2425,FORCE-NEN collections,AvL/UMCU,COLON,Unknown,2016-2020,Male,13
2426,FORCE-NEN collections,AvL/UMCU,COLON,Unknown,2016-2020,Female,20
2427,FORCE-NEN collections,AvL/UMCU,COLON,Unknown,2011-2015,Male,6
2428,FORCE-NEN collections,AvL/UMCU,COLON,Unknown,2011-2015,Female,1
2429,FORCE-NEN collections,AvL/UMCU,COLON,Unknown,2006-2010,Male,5
2430,FORCE-NEN collections,AvL/UMCU,COLON,Unknown,2006-2010,Female,4
2431,FORCE-NEN collections,AvL/UMCU,COLON,Unknown,2001-2005,Male,11
2432,FORCE-NEN collections,AvL/UMCU,COLON,Unknown,2001-2005,Female,11
2433,FORCE-NEN collections,AvL/UMCU,COLON,Unknown,1991-2000,Male,6
2434,FORCE-NEN collections,AvL/UMCU,COLON,Unknown,1991-2000,Female,4
2435,FORCE-NEN collections,AvL/UMCU,COLON,Unknown,<1991,Male,20
2436,FORCE-NEN collections,AvL/UMCU,COLON,Unknown,<1991,Female,15
2437,FORCE-NEN collections,AvL/UMCU,RECTUM,Yes,2021-2025,Male,19
2438,FORCE-NEN collections,AvL/UMCU,RECTUM,Yes,2021-2025,Female,6
2439,FORCE-NEN collections,AvL/UMCU,RECTUM,Yes,2016-2020,Male,14
2440,FORCE-NEN collections,AvL/UMCU,RECTUM,Yes,2016-2020,Female,11
2441,FORCE-NEN collections,AvL/UMCU,RECTUM,Yes,2011-2015,Male,6
2442,FORCE-NEN collections,AvL/UMCU,RECTUM,Yes,2011-2015,Female,11
2443,FORCE-NEN collections,AvL/UMCU,RECTUM,Yes,2006-2010,Male,5
2444,FORCE-NEN collections,AvL/UMCU,RECTUM,Yes,2006-2010,Female,11
2445,FORCE-NEN collections,AvL/UMCU,RECTUM,Yes,2001-2005,Male,17
2446,FORCE-NEN collections,AvL/UMCU,RECTUM,Yes,2001-2005,Female,4
2447,FORCE-NEN collections,AvL/UMCU,RECTUM,Yes,1991-2000,Male,3
2448,FORCE-NEN collections,AvL/UMCU,RECTUM,Yes,1991-2000,Female,4
2449,FORCE-NEN collections,AvL/UMCU,RECTUM,Yes,<1991,Male,13
2450,FORCE-NEN collections,AvL/UMCU,RECTUM,Yes,<1991,Female,19
2451,FORCE-NEN collections,AvL/UMCU,RECTUM,No,2021-2025,Male,19
2452,FORCE-NEN collections,AvL/UMCU,RECTUM,No,2021-2025,Female,18
2453,FORCE-NEN collections,AvL/UMCU,RECTUM,No,2016-2020,Male,5
2454,FORCE-NEN collections,AvL/UMCU,RECTUM,No,2016-2020,Female,17
2455,FORCE-NEN collections,AvL/UMCU,RECTUM,No,2011-2015,Male,11
2456,FORCE-NEN collections,AvL/UMCU,RECTUM,No,2011-2015,Female,1
2457,FORCE-NEN collections,AvL/UMCU,RECTUM,No,2006-2010,Male,6
2458,FORCE-NEN collections,AvL/UMCU,RECTUM,No,2006-2010,Female,4
2459,FORCE-NEN collections,AvL/UMCU,RECTUM,No,2001-2005,Male,6
2460,FORCE-NEN collections,AvL/UMCU,RECTUM,No,2001-2005,Female,15
2461,FORCE-NEN collections,AvL/UMCU,RECTUM,No,1991-2000,Male,11
2462,FORCE-NEN collections,AvL/UMCU,RECTUM,No,1991-2000,Female,18
2463,FORCE-NEN collections,AvL/UMCU,RECTUM,No,<1991,Male,18
2464,FORCE-NEN collections,AvL/UMCU,RECTUM,No,<1991,Female,3
2465,FORCE-NEN collections,AvL/UMCU,RECTUM,Unknown,2021-2025,Male,3
2466,FORCE-NEN collections,AvL/UMCU,RECTUM,Unknown,2021-2025,Female,13
2467,FORCE-NEN collections,AvL/UMCU,RECTUM,Unknown,2016-2020,Male,8
2468,FORCE-NEN collections,AvL/UMCU,RECTUM,Unknown,2016-2020,Female,10
2469,FORCE-NEN collections,AvL/UMCU,RECTUM,Unknown,2011-2015,Male,2
2470,FORCE-NEN collections,AvL/UMCU,RECTUM,Unknown,2011-2015,Female,19
2471,FORCE-NEN collections,AvL/UMCU,RECTUM,Unknown,2006-2010,Male,3
2472,FORCE-NEN collections,AvL/UMCU,RECTUM,Unknown,2006-2010,Female,2
2473,FORCE-NEN collections,AvL/UMCU,RECTUM,Unknown,2001-2005,Male,8
2474,FORCE-NEN collections,AvL/UMCU,RECTUM,Unknown,2001-2005,Female,16
2475,FORCE-NEN collections,AvL/UMCU,RECTUM,Unknown,1991-2000,Male,1
2476,FORCE-NEN collections,AvL/UMCU,RECTUM,Unknown,1991-2000,Female,9
2477,FORCE-NEN collections,AvL/UMCU,RECTUM,Unknown,<1991,Male,8
2478,FORCE-NEN collections,AvL/UMCU,RECTUM,Unknown,<1991,Female,12
2479,FORCE-NEN collections,AvL/UMCU,Appendix,Yes,2021-2025,Male,15
2480,FORCE-NEN collections,AvL/UMCU,Appendix,Yes,2021-2025,Female,8
2481,FORCE-NEN collections,AvL/UMCU,Appendix,Yes,2016-2020,Male,10
2482,FORCE-NEN collections,AvL/UMCU,Appendix,Yes,2016-2020,Female,11
2483,FORCE-NEN collections,AvL/UMCU,Appendix,Yes,2011-2015,Male,4
2484,FORCE-NEN collections,AvL/UMCU,Appendix,Yes,2011-2015,Female,8
2485,FORCE-NEN collections,AvL/UMCU,Appendix,Yes,2006-2010,Male,8
2486,FORCE-NEN collections,AvL/UMCU,Appendix,Yes,2006-2010,Female,3
2487,FORCE-NEN collections,AvL/UMCU,Appendix,Yes,2001-2005,Male,11
2488,FORCE-NEN collections,AvL/UMCU,Appendix,Yes,2001-2005,Female,19
2489,FORCE-NEN collections,AvL/UMCU,Appendix,Yes,1991-2000,Male,19
2490,FORCE-NEN collections,AvL/UMCU,Appendix,Yes,1991-2000,Female,6
2491,FORCE-NEN collections,AvL/UMCU,Appendix,Yes,<1991,Male,13
2492,FORCE-NEN collections,AvL/UMCU,Appendix,Yes,<1991,Female,16
2493,FORCE-NEN collections,AvL/UMCU,Appendix,No,2021-2025,Male,16
2494,FORCE-NEN collections,AvL/UMCU,Appendix,No,2021-2025,Female,4
2495,FORCE-NEN collections,AvL/UMCU,Appendix,No,2016-2020,Male,8
2496,FORCE-NEN collections,AvL/UMCU,Appendix,No,2016-2020,Female,14
2497,FORCE-NEN collections,AvL/UMCU,Appendix,No,2011-2015,Male,6
2498,FORCE-NEN collections,AvL/UMCU,Appendix,No,2011-2015,Female,10
2499,FORCE-NEN collections,AvL/UMCU,Appendix,No,2006-2010,Male,1
2500,FORCE-NEN collections,AvL/UMCU,Appendix,No,2006-2010,Female,6
2501,FORCE-NEN collections,AvL/UMCU,Appendix,No,2001-2005,Male,17
2502,FORCE-NEN collections,AvL/UMCU,Appendix,No,2001-2005,Female,11
2503,FORCE-NEN collections,AvL/UMCU,Appendix,No,1991-2000,Male,7
2504,FORCE-NEN collections,AvL/UMCU,Appendix,No,1991-2000,Female,8
2505,FORCE-NEN collections,AvL/UMCU,Appendix,No,<1991,Male,6
2506,FORCE-NEN collections,AvL/UMCU,Appendix,No,<1991,Female,17
2507,FORCE-NEN collections,AvL/UMCU,Appendix,Unknown,2021-2025,Male,11
2508,FORCE-NEN collections,AvL/UMCU,Appendix,Unknown,2021-2025,Female,5
2509,FORCE-NEN collections,AvL/UMCU,Appendix,Unknown,2016-2020,Male,9
2510,FORCE-NEN collections,AvL/UMCU,Appendix,Unknown,2016-2020,Female,14
2511,FORCE-NEN collections,AvL/UMCU,Appendix,Unknown,2011-2015,Male,15
2512,FORCE-NEN collections,AvL/UMCU,Appendix,Unknown,2011-2015,Female,6
2513,FORCE-NEN collections,AvL/UMCU,Appendix,Unknown,2006-2010,Male,5
2514,FORCE-NEN collections,AvL/UMCU,Appendix,Unknown,2006-2010,Female,0
2515,FORCE-NEN collections,AvL/UMCU,Appendix,Unknown,2001-2005,Male,14
2516,FORCE-NEN collections,AvL/UMCU,Appendix,Unknown,2001-2005,Female,14
2517,FORCE-NEN collections,AvL/UMCU,Appendix,Unknown,1991-2000,Male,6
2518,FORCE-NEN collections,AvL/UMCU,Appendix,Unknown,1991-2000,Female,10
2519,FORCE-NEN collections,AvL/UMCU,Appendix,Unknown,<1991,Male,6
2520,FORCE-NEN collections,AvL/UMCU,Appendix,Unknown,<1991,Female,3
2521,FORCE-NEN collections,AvL/UMCU,STOMACH,Yes,2021-2025,Male,10
2522,FORCE-NEN collections,AvL/UMCU,STOMACH,Yes,2021-2025,Female,13
2523,FORCE-NEN collections,AvL/UMCU,STOMACH,Yes,2016-2020,Male,11
2524,FORCE-NEN collections,AvL/UMCU,STOMACH,Yes,2016-2020,Female,17
2525,FORCE-NEN collections,AvL/UMCU,STOMACH,Yes,2011-2015,Male,9
2526,FORCE-NEN collections,AvL/UMCU,STOMACH,Yes,2011-2015,Female,20
2527,FORCE-NEN collections,AvL/UMCU,STOMACH,Yes,2006-2010,Male,19
2528,FORCE-NEN collections,AvL/UMCU,STOMACH,Yes,2006-2010,Female,7
2529,FORCE-NEN collections,AvL/UMCU,STOMACH,Yes,2001-2005,Male,18
2530,FORCE-NEN collections,AvL/UMCU,STOMACH,Yes,2001-2005,Female,9
2531,FORCE-NEN collections,AvL/UMCU,STOMACH,Yes,1991-2000,Male,8
2532,FORCE-NEN collections,AvL/UMCU,STOMACH,Yes,1991-2000,Female,16
2533,FORCE-NEN collections,AvL/UMCU,STOMACH,Yes,<1991,Male,15
2534,FORCE-NEN collections,AvL/UMCU,STOMACH,Yes,<1991,Female,0
2535,FORCE-NEN collections,AvL/UMCU,STOMACH,No,2021-2025,Male,11
2536,FORCE-NEN collections,AvL/UMCU,STOMACH,No,2021-2025,Female,18
2537,FORCE-NEN collections,AvL/UMCU,STOMACH,No,2016-2020,Male,8
2538,FORCE-NEN collections,AvL/UMCU,STOMACH,No,2016-2020,Female,4
2539,FORCE-NEN collections,AvL/UMCU,STOMACH,No,2011-2015,Male,13
2540,FORCE-NEN collections,AvL/UMCU,STOMACH,No,2011-2015,Female,9
2541,FORCE-NEN collections,AvL/UMCU,STOMACH,No,2006-2010,Male,6
2542,FORCE-NEN collections,AvL/UMCU,STOMACH,No,2006-2010,Female,20
2543,FORCE-NEN collections,AvL/UMCU,STOMACH,No,2001-2005,Male,16
2544,FORCE-NEN collections,AvL/UMCU,STOMACH,No,2001-2005,Female,1
2545,FORCE-NEN collections,AvL/UMCU,STOMACH,No,1991-2000,Male,20
2546,FORCE-NEN collections,AvL/UMCU,STOMACH,No,1991-2000,Female,3
2547,FORCE-NEN collections,AvL/UMCU,STOMACH,No,<1991,Male,6
2548,FORCE-NEN collections,AvL/UMCU,STOMACH,No,<1991,Female,17
2549,FORCE-NEN collections,AvL/UMCU,STOMACH,Unknown,2021-2025,Male,4
2550,FORCE-NEN collections,AvL/UMCU,STOMACH,Unknown,2021-2025,Female,17
2551,FORCE-NEN collections,AvL/UMCU,STOMACH,Unknown,2016-2020,Male,17
2552,FORCE-NEN collections,AvL/UMCU,STOMACH,Unknown,2016-2020,Female,18
2553,FORCE-NEN collections,AvL/UMCU,STOMACH,Unknown,2011-2015,Male,8
2554,FORCE-NEN collections,AvL/UMCU,STOMACH,Unknown,2011-2015,Female,18
2555,FORCE-NEN collections,AvL/UMCU,STOMACH,Unknown,2006-2010,Male,18
2556,FORCE-NEN collections,AvL/UMCU,STOMACH,Unknown,2006-2010,Female,10
2557,FORCE-NEN collections,AvL/UMCU,STOMACH,Unknown,2001-2005,Male,19
2558,FORCE-NEN collections,AvL/UMCU,STOMACH,Unknown,2001-2005,Female,1
2559,FORCE-NEN collections,AvL/UMCU,STOMACH,Unknown,1991-2000,Male,2
2560,FORCE-NEN collections,AvL/UMCU,STOMACH,Unknown,1991-2000,Female,17
2561,FORCE-NEN collections,AvL/UMCU,STOMACH,Unknown,<1991,Male,8
2562,FORCE-NEN collections,AvL/UMCU,STOMACH,Unknown,<1991,Female,18
2563,FORCE-NEN collections,AvL/UMCU,PANCREAS,Yes,2021-2025,Male,1
2564,FORCE-NEN collections,AvL/UMCU,PANCREAS,Yes,2021-2025,Female,1
2565,FORCE-NEN collections,AvL/UMCU,PANCREAS,Yes,2016-2020,Male,0
2566,FORCE-NEN collections,AvL/UMCU,PANCREAS,Yes,2016-2020,Female,20
2567,FORCE-NEN collections,AvL/UMCU,PANCREAS,Yes,2011-2015,Male,11
2568,FORCE-NEN collections,AvL/UMCU,PANCREAS,Yes,2011-2015,Female,17
2569,FORCE-NEN collections,AvL/UMCU,PANCREAS,Yes,2006-2010,Male,8
2570,FORCE-NEN collections,AvL/UMCU,PANCREAS,Yes,2006-2010,Female,20
2571,FORCE-NEN collections,AvL/UMCU,PANCREAS,Yes,2001-2005,Male,12
2572,FORCE-NEN collections,AvL/UMCU,PANCREAS,Yes,2001-2005,Female,9
2573,FORCE-NEN collections,AvL/UMCU,PANCREAS,Yes,1991-2000,Male,0
2574,FORCE-NEN collections,AvL/UMCU,PANCREAS,Yes,1991-2000,Female,15
2575,FORCE-NEN collections,AvL/UMCU,PANCREAS,Yes,<1991,Male,10
2576,FORCE-NEN collections,AvL/UMCU,PANCREAS,Yes,<1991,Female,2
2577,FORCE-NEN collections,AvL/UMCU,PANCREAS,No,2021-2025,Male,7
2578,FORCE-NEN collections,AvL/UMCU,PANCREAS,No,2021-2025,Female,16
2579,FORCE-NEN collections,AvL/UMCU,PANCREAS,No,2016-2020,Male,15
2580,FORCE-NEN collections,AvL/UMCU,PANCREAS,No,2016-2020,Female,7
2581,FORCE-NEN collections,AvL/UMCU,PANCREAS,No,2011-2015,Male,15
2582,FORCE-NEN collections,AvL/UMCU,PANCREAS,No,2011-2015,Female,18
2583,FORCE-NEN collections,AvL/UMCU,PANCREAS,No,2006-2010,Male,0
2584,FORCE-NEN collections,AvL/UMCU,PANCREAS,No,2006-2010,Female,18
2585,FORCE-NEN collections,AvL/UMCU,PANCREAS,No,2001-2005,Male,18
2586,FORCE-NEN collections,AvL/UMCU,PANCREAS,No,2001-2005,Female,5
2587,FORCE-NEN collections,AvL/UMCU,PANCREAS,No,1991-2000,Male,19
2588,FORCE-NEN collections,AvL/UMCU,PANCREAS,No,1991-2000,Female,9
2589,FORCE-NEN collections,AvL/UMCU,PANCREAS,No,<1991,Male,9
2590,FORCE-NEN collections,AvL/UMCU,PANCREAS,No,<1991,Female,3
2591,FORCE-NEN collections,AvL/UMCU,PANCREAS,Unknown,2021-2025,Male,15
2592,FORCE-NEN collections,AvL/UMCU,PANCREAS,Unknown,2021-2025,Female,6
2593,FORCE-NEN collections,AvL/UMCU,PANCREAS,Unknown,2016-2020,Male,7
2594,FORCE-NEN collections,AvL/UMCU,PANCREAS,Unknown,2016-2020,Female,19
2595,FORCE-NEN collections,AvL/UMCU,PANCREAS,Unknown,2011-2015,Male,15
2596,FORCE-NEN collections,AvL/UMCU,PANCREAS,Unknown,2011-2015,Female,11
2597,FORCE-NEN collections,AvL/UMCU,PANCREAS,Unknown,2006-2010,Male,14
2598,FORCE-NEN collections,AvL/UMCU,PANCREAS,Unknown,2006-2010,Female,2
2599,FORCE-NEN collections,AvL/UMCU,PANCREAS,Unknown,2001-2005,Male,8
2600,FORCE-NEN collections,AvL/UMCU,PANCREAS,Unknown,2001-2005,Female,19
2601,FORCE-NEN collections,AvL/UMCU,PANCREAS,Unknown,1991-2000,Male,15
2602,FORCE-NEN collections,AvL/UMCU,PANCREAS,Unknown,1991-2000,Female,8
2603,FORCE-NEN collections,AvL/UMCU,PANCREAS,Unknown,<1991,Male,20
2604,FORCE-NEN collections,AvL/UMCU,PANCREAS,Unknown,<1991,Female,5
2605,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,Yes,2021-2025,Male,5
2606,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,Yes,2021-2025,Female,13
2607,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,Yes,2016-2020,Male,13
2608,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,Yes,2016-2020,Female,14
2609,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,Yes,2011-2015,Male,4
2610,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,Yes,2011-2015,Female,11
2611,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,Yes,2006-2010,Male,15
2612,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,Yes,2006-2010,Female,13
2613,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,Yes,2001-2005,Male,1
2614,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,Yes,2001-2005,Female,11
2615,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,Yes,1991-2000,Male,3
2616,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,Yes,1991-2000,Female,17
2617,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,Yes,<1991,Male,12
2618,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,Yes,<1991,Female,20
2619,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,No,2021-2025,Male,7
2620,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,No,2021-2025,Female,18
2621,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,No,2016-2020,Male,12
2622,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,No,2016-2020,Female,13
2623,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,No,2011-2015,Male,0
2624,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,No,2011-2015,Female,20
2625,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,No,2006-2010,Male,11
2626,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,No,2006-2010,Female,13
2627,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,No,2001-2005,Male,10
2628,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,No,2001-2005,Female,6
2629,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,No,1991-2000,Male,3
2630,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,No,1991-2000,Female,17
2631,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,No,<1991,Male,3
2632,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,No,<1991,Female,18
2633,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,Unknown,2021-2025,Male,7
2634,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,Unknown,2021-2025,Female,14
2635,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,Unknown,2016-2020,Male,20
2636,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,Unknown,2016-2020,Female,6
2637,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,Unknown,2011-2015,Male,20
2638,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,Unknown,2011-2015,Female,3
2639,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,Unknown,2006-2010,Male,8
2640,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,Unknown,2006-2010,Female,10
2641,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,Unknown,2001-2005,Male,17
2642,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,Unknown,2001-2005,Female,0
2643,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,Unknown,1991-2000,Male,12
2644,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,Unknown,1991-2000,Female,5
2645,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,Unknown,<1991,Male,17
2646,FORCE-NEN collections,AvL/UMCU,SMALL INTESTINE,Unknown,<1991,Female,18
2647,FORCE-NEN collections,AvL/UMCU,Unknown primary site,Yes,2021-2025,Male,10
2648,FORCE-NEN collections,AvL/UMCU,Unknown primary site,Yes,2021-2025,Female,20
2649,FORCE-NEN collections,AvL/UMCU,Unknown primary site,Yes,2016-2020,Male,0
2650,FORCE-NEN collections,AvL/UMCU,Unknown primary site,Yes,2016-2020,Female,20
2651,FORCE-NEN collections,AvL/UMCU,Unknown primary site,Yes,2011-2015,Male,15
2652,FORCE-NEN collections,AvL/UMCU,Unknown primary site,Yes,2011-2015,Female,20
2653,FORCE-NEN collections,AvL/UMCU,Unknown primary site,Yes,2006-2010,Male,1
2654,FORCE-NEN collections,AvL/UMCU,Unknown primary site,Yes,2006-2010,Female,8
2655,FORCE-NEN collections,AvL/UMCU,Unknown primary site,Yes,2001-2005,Male,3
2656,FORCE-NEN collections,AvL/UMCU,Unknown primary site,Yes,2001-2005,Female,7
2657,FORCE-NEN collections,AvL/UMCU,Unknown primary site,Yes,1991-2000,Male,1
2658,FORCE-NEN collections,AvL/UMCU,Unknown primary site,Yes,1991-2000,Female,14
2659,FORCE-NEN collections,AvL/UMCU,Unknown primary site,Yes,<1991,Male,15
2660,FORCE-NEN collections,AvL/UMCU,Unknown primary site,Yes,<1991,Female,8
2661,FORCE-NEN collections,AvL/UMCU,Unknown primary site,No,2021-2025,Male,4
2662,FORCE-NEN collections,AvL/UMCU,Unknown primary site,No,2021-2025,Female,15
2663,FORCE-NEN collections,AvL/UMCU,Unknown primary site,No,2016-2020,Male,8
2664,FORCE-NEN collections,AvL/UMCU,Unknown primary site,No,2016-2020,Female,14
2665,FORCE-NEN collections,AvL/UMCU,Unknown primary site,No,2011-2015,Male,7
