order,name,code,parent,ontologyTermURI
5196,V03AF03 (calcium folinate),V03AF03,V03AF (Detoxifying agents for antineoplastic treatment),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098737
5197,V03AF04 (calcium levofolinate),V03AF04,V03AF (Detoxifying agents for antineoplastic treatment),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098738
5198,V03AF05 (amifostine),V03AF05,V03AF (Detoxifying agents for antineoplastic treatment),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098739
5199,V03AF06 (sodium folinate),V03AF06,V03AF (Detoxifying agents for antineoplastic treatment),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098740
5200,V03AF07 (rasburicase),V03AF07,V03AF (Detoxifying agents for antineoplastic treatment),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098741
5201,V03AF08 (palifermin),V03AF08,V03AF (Detoxifying agents for antineoplastic treatment),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098742
5202,V03AF09 (glucarpidase),V03AF09,V03AF (Detoxifying agents for antineoplastic treatment),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098743
5203,V03AG (Drugs for treatment of hypercalcemia),V03AG,V03A (ALL OTHER THERAPEUTIC PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098744
5204,V03AG01 (sodium cellulose phosphate),V03AG01,V03AG (Drugs for treatment of hypercalcemia),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098745
5205,V03AH (Drugs for treatment of hypoglycemia),V03AH,V03A (ALL OTHER THERAPEUTIC PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098746
5206,V03AH01 (diazoxide),V03AH01,V03AH (Drugs for treatment of hypoglycemia),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098747
5207,V03AK (Tissue adhesives),V03AK,V03A (ALL OTHER THERAPEUTIC PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098748
5208,V03AM (Drugs for embolisation),V03AM,V03A (ALL OTHER THERAPEUTIC PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098749
5209,V03AN (Medical gases),V03AN,V03A (ALL OTHER THERAPEUTIC PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098750
5210,V03AN01 (oxygen),V03AN01,V03AN (Medical gases),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098751
5211,V03AN02 (carbon dioxide),V03AN02,V03AN (Medical gases),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098752
5212,V03AN03 (helium),V03AN03,V03AN (Medical gases),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098753
5213,V03AN04 (nitrogen),V03AN04,V03AN (Medical gases),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098754
5214,V03AN05 (medical air),V03AN05,V03AN (Medical gases),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098755
5215,V03AX (Other therapeutic products),V03AX,V03A (ALL OTHER THERAPEUTIC PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098756
5216,V03AZ (Nerve depressants),V03AZ,V03A (ALL OTHER THERAPEUTIC PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098757
5217,V03AZ01 (ethanol),V03AZ01,V03AZ (Nerve depressants),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098758
5218,V04 (DIAGNOSTIC AGENTS),V04,V (VARIOUS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098759
5219,V04B (URINE TESTS),V04B,V04 (DIAGNOSTIC AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098760
5220,V04C (OTHER DIAGNOSTIC AGENTS),V04C,V04 (DIAGNOSTIC AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098761
5221,V04CA (Tests for diabetes),V04CA,V04C (OTHER DIAGNOSTIC AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098762
5222,V04CA01 (tolbutamide),V04CA01,V04CA (Tests for diabetes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098763
5223,V04CA02 (glucose),V04CA02,V04CA (Tests for diabetes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098764
5224,V04CB (Tests for fat absorption),V04CB,V04C (OTHER DIAGNOSTIC AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098765
5225,V04CB01 (vitamin A concentrates),V04CB01,V04CB (Tests for fat absorption),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098766
5226,V04CC (Tests for bile duct patency),V04CC,V04C (OTHER DIAGNOSTIC AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098767
5227,V04CC01 (sorbitol),V04CC01,V04CC (Tests for bile duct patency),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098768
5228,V04CC02 (magnesium sulfate),V04CC02,V04CC (Tests for bile duct patency),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098769
5229,V04CC03 (sincalide),V04CC03,V04CC (Tests for bile duct patency),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098770
5230,V04CC04 (ceruletide),V04CC04,V04CC (Tests for bile duct patency),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098771
5231,V04CD (Tests for pituitary function),V04CD,V04C (OTHER DIAGNOSTIC AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098772
5232,V04CD01 (metyrapone),V04CD01,V04CD (Tests for pituitary function),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098773
5233,V04CD03 (sermorelin),V04CD03,V04CD (Tests for pituitary function),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098774
5234,V04CD04 (corticorelin),V04CD04,V04CD (Tests for pituitary function),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098775
5235,V04CD05 (somatorelin),V04CD05,V04CD (Tests for pituitary function),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098776
5236,V04CE (Tests for liver functional capacity),V04CE,V04C (OTHER DIAGNOSTIC AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098777
5237,V04CE01 (galactose),V04CE01,V04CE (Tests for liver functional capacity),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098778
5238,V04CE02 (sulfobromophthalein),V04CE02,V04CE (Tests for liver functional capacity),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098779
5239,V04CF (Tuberculosis diagnostics),V04CF,V04C (OTHER DIAGNOSTIC AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098780
5240,V04CF01 (tuberculin),V04CF01,V04CF (Tuberculosis diagnostics),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098781
5241,V04CG (Tests for gastric secretion),V04CG,V04C (OTHER DIAGNOSTIC AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098782
5242,V04CG01 (cation exchange resins),V04CG01,V04CG (Tests for gastric secretion),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098783
5243,V04CG02 (betazole),V04CG02,V04CG (Tests for gastric secretion),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098784
5244,V04CG03 (histamine phosphate),V04CG03,V04CG (Tests for gastric secretion),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098785
5245,V04CG04 (pentagastrin),V04CG04,V04CG (Tests for gastric secretion),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098786
5246,V04CG05 (methylthioninium chloride),V04CG05,V04CG (Tests for gastric secretion),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098787
5247,V04CG30 (caffeine and sodium benzoate),V04CG30,V04CG (Tests for gastric secretion),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098788
5248,V04CH (Tests for renal function and ureteral injuries),V04CH,V04C (OTHER DIAGNOSTIC AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098789
5249,V04CH01 (inulin and other polyfructosans),V04CH01,V04CH (Tests for renal function and ureteral injuries),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098790
5250,V04CH02 (indigo carmine),V04CH02,V04CH (Tests for renal function and ureteral injuries),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098791
5251,V04CH03 (phenolsulfonphthalein),V04CH03,V04CH (Tests for renal function and ureteral injuries),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098792
5252,V04CH04 (alsactide),V04CH04,V04CH (Tests for renal function and ureteral injuries),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098793
5253,V04CH30 (aminohippuric acid),V04CH30,V04CH (Tests for renal function and ureteral injuries),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098794
5254,V04CJ (Tests for thyreoidea function),V04CJ,V04C (OTHER DIAGNOSTIC AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098795
5255,V04CJ01 (thyrotropin),V04CJ01,V04CJ (Tests for thyreoidea function),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098796
5256,V04CJ02 (protirelin),V04CJ02,V04CJ (Tests for thyreoidea function),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098797
5257,V04CK (Tests for pancreatic function),V04CK,V04C (OTHER DIAGNOSTIC AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098798
5258,V04CK01 (secretin),V04CK01,V04CK (Tests for pancreatic function),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098799
5259,V04CK02 (pancreozymin (cholecystokinin)),V04CK02,V04CK (Tests for pancreatic function),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098800
5260,V04CK03 (bentiromide),V04CK03,V04CK (Tests for pancreatic function),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098801
5261,V04CL (Tests for allergic diseases),V04CL,V04C (OTHER DIAGNOSTIC AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098802
5262,V04CM (Tests for fertility disturbances),V04CM,V04C (OTHER DIAGNOSTIC AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098803
5263,V04CM01 (gonadorelin),V04CM01,V04CM (Tests for fertility disturbances),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098804
5264,V04CX (Other diagnostic agents),V04CX,V04C (OTHER DIAGNOSTIC AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098805
5265,V06 (GENERAL NUTRIENTS),V06,V (VARIOUS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098806
5266,V06A (DIET FORMULATIONS FOR TREATMENT OF OBESITY),V06A,V06 (GENERAL NUTRIENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098807
5267,V06AA (Low-energy diets),V06AA,V06A (DIET FORMULATIONS FOR TREATMENT OF OBESITY),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098808
5268,V06B (PROTEIN SUPPLEMENTS),V06B,V06 (GENERAL NUTRIENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098809
5269,V06C (INFANT FORMULAS),V06C,V06 (GENERAL NUTRIENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098810
5270,V06CA (Nutrients without phenylalanine),V06CA,V06C (INFANT FORMULAS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098811
5271,V06D (OTHER NUTRIENTS),V06D,V06 (GENERAL NUTRIENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098812
5272,"V06DA (Carbohydrates/proteins/minerals/vitamins, combinations)",V06DA,V06D (OTHER NUTRIENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098813
5273,"V06DB (Fat/carbohydrates/proteins/minerals/vitamins, combinations)",V06DB,V06D (OTHER NUTRIENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098814
5274,V06DC (Carbohydrates),V06DC,V06D (OTHER NUTRIENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098815
5275,V06DC01 (glucose),V06DC01,V06DC (Carbohydrates),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098816
5276,V06DC02 (fructose),V06DC02,V06DC (Carbohydrates),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098817
5277,"V06DD (Amino acids, incl. combinations with polypeptides)",V06DD,V06D (OTHER NUTRIENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098818
5278,"V06DE (Amino acids/carbohydrates/minerals/vitamins, combinations)",V06DE,V06D (OTHER NUTRIENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098819
5279,V06DF (Milk substitutes),V06DF,V06D (OTHER NUTRIENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098820
5280,V06DX (Other combinations of nutrients),V06DX,V06D (OTHER NUTRIENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098821
5281,V07 (ALL OTHER NON-THERAPEUTIC PRODUCTS),V07,V (VARIOUS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098822
5282,V07A (ALL OTHER NON-THERAPEUTIC PRODUCTS),V07A,V07 (ALL OTHER NON-THERAPEUTIC PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098823
5283,V07AA (Plasters),V07AA,V07A (ALL OTHER NON-THERAPEUTIC PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098824
5284,"V07AB (Solvents and diluting agents, incl. irrigating solutions)",V07AB,V07A (ALL OTHER NON-THERAPEUTIC PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098825
5285,"V07AC (Blood transfusion, auxiliary products)",V07AC,V07A (ALL OTHER NON-THERAPEUTIC PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098826
5286,"V07AD (Blood tests, auxiliary products)",V07AD,V07A (ALL OTHER NON-THERAPEUTIC PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098827
5287,V07AN (Incontinence equipment),V07AN,V07A (ALL OTHER NON-THERAPEUTIC PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098828
5288,"V07AR (Sensitivity tests, discs and tablets)",V07AR,V07A (ALL OTHER NON-THERAPEUTIC PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098829
5289,V07AS (Stomi equipment),V07AS,V07A (ALL OTHER NON-THERAPEUTIC PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098830
5290,V07AT (Cosmetics),V07AT,V07A (ALL OTHER NON-THERAPEUTIC PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098831
5291,V07AV (Technical disinfectants),V07AV,V07A (ALL OTHER NON-THERAPEUTIC PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098832
5292,V07AX (Washing agents etc.),V07AX,V07A (ALL OTHER NON-THERAPEUTIC PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098833
5293,V07AY (Other non-therapeutic auxiliary products),V07AY,V07A (ALL OTHER NON-THERAPEUTIC PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098834
5294,V07AZ (Chemicals and reagents for analysis),V07AZ,V07A (ALL OTHER NON-THERAPEUTIC PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098835
5295,V08 (CONTRAST MEDIA),V08,V (VARIOUS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098836
5296,"V08A (X-RAY CONTRAST MEDIA, IODINATED)",V08A,V08 (CONTRAST MEDIA),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098837
5297,"V08AA (Watersoluble, nephrotropic, high osmolar X-ray contrast media)",V08AA,"V08A (X-RAY CONTRAST MEDIA, IODINATED)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098838
5298,V08AA01 (diatrizoic acid),V08AA01,"V08AA (Watersoluble, nephrotropic, high osmolar X-ray contrast media)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098839
5299,V08AA02 (metrizoic acid),V08AA02,"V08AA (Watersoluble, nephrotropic, high osmolar X-ray contrast media)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098840
5300,V08AA03 (iodamide),V08AA03,"V08AA (Watersoluble, nephrotropic, high osmolar X-ray contrast media)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098841
5301,V08AA04 (iotalamic acid),V08AA04,"V08AA (Watersoluble, nephrotropic, high osmolar X-ray contrast media)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098842
5302,V08AA05 (ioxitalamic acid),V08AA05,"V08AA (Watersoluble, nephrotropic, high osmolar X-ray contrast media)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098843
5303,V08AA06 (ioglicic acid),V08AA06,"V08AA (Watersoluble, nephrotropic, high osmolar X-ray contrast media)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098844
5304,V08AA07 (acetrizoic acid),V08AA07,"V08AA (Watersoluble, nephrotropic, high osmolar X-ray contrast media)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098845
5305,V08AA08 (iocarmic acid),V08AA08,"V08AA (Watersoluble, nephrotropic, high osmolar X-ray contrast media)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098846
5306,V08AA09 (methiodal),V08AA09,"V08AA (Watersoluble, nephrotropic, high osmolar X-ray contrast media)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098847
5307,V08AA10 (diodone),V08AA10,"V08AA (Watersoluble, nephrotropic, high osmolar X-ray contrast media)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098848
5308,"V08AB (Watersoluble, nephrotropic, low osmolar X-ray contrast media)",V08AB,"V08A (X-RAY CONTRAST MEDIA, IODINATED)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098849
5309,V08AB01 (metrizamide),V08AB01,"V08AB (Watersoluble, nephrotropic, low osmolar X-ray contrast media)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098850
5310,V08AB02 (iohexol),V08AB02,"V08AB (Watersoluble, nephrotropic, low osmolar X-ray contrast media)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098851
5311,V08AB03 (ioxaglic acid),V08AB03,"V08AB (Watersoluble, nephrotropic, low osmolar X-ray contrast media)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098852
5312,V08AB04 (iopamidol),V08AB04,"V08AB (Watersoluble, nephrotropic, low osmolar X-ray contrast media)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098853
5313,V08AB05 (iopromide),V08AB05,"V08AB (Watersoluble, nephrotropic, low osmolar X-ray contrast media)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098854
5314,V08AB06 (iotrolan),V08AB06,"V08AB (Watersoluble, nephrotropic, low osmolar X-ray contrast media)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098855
5315,V08AB07 (ioversol),V08AB07,"V08AB (Watersoluble, nephrotropic, low osmolar X-ray contrast media)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098856
5316,V08AB08 (iopentol),V08AB08,"V08AB (Watersoluble, nephrotropic, low osmolar X-ray contrast media)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098857
5317,V08AB09 (iodixanol),V08AB09,"V08AB (Watersoluble, nephrotropic, low osmolar X-ray contrast media)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098858
5318,V08AB10 (iomeprol),V08AB10,"V08AB (Watersoluble, nephrotropic, low osmolar X-ray contrast media)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098859
5319,V08AB11 (iobitridol),V08AB11,"V08AB (Watersoluble, nephrotropic, low osmolar X-ray contrast media)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000098860
