name,order,code,parent,ontologyTermURI,definition
UMOD-related autosomal dominant tubulointerstitial kidney disease,19797,88950,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88950,
Rare congenital non-syndromic heart malformation,19798,88991,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88991,
Esophageal malformation,19799,88993,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_88993,
Hepatic veno-occlusive disease,19800,890,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_890,
Rare dementia,19801,89043,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_89043,
Familial exudative vitreoretinopathy,19802,891,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_891,
Von Hippel-Lindau disease,19803,892,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_892,
WAGR syndrome,19804,893,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_893,
Waardenburg syndrome type 1,19805,894,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_894,
Waardenburg syndrome type 2,19806,895,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_895,
Waardenburg syndrome type 3,19807,896,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_896,
Waardenburg-Shah syndrome,19808,897,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_897,
Wagner disease,19809,898,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_898,
Rare skin disease,19810,89826,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_89826,
Palmoplantar keratoderma with tonotubular keratin,19811,89833,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_89833,
"Epidermolysis bullosa simplex, autosomal recessive K14",19812,89838,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_89838,
Epidermolysis bullosa simplex superficialis,19813,89839,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_89839,
"Junctional epidermolysis bullosa, non-Herlitz type",19814,89840,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_89840,
Centripetalis recessive dystrophic epidermolysis bullosa,19815,89841,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_89841,
"Recessive dystrophic epidermolysis bullosa, generalized intermediate",19816,89842,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_89842,
Dystrophic epidermolysis bullosa pruriginosa,19817,89843,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_89843,
"Lissencephaly syndrome, Norman-Roberts type",19818,89844,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_89844,
Walker-Warburg syndrome,19819,899,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_899,
X-linked hypophosphatemia,19820,89936,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_89936,
Autosomal dominant hypophosphatemic rickets,19821,89937,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_89937,
Infantile Bartter syndrome with sensorineural deafness,19822,89938,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_89938,
NON RARE IN EUROPE: Hyperkalemic renal tubular acidosis,19823,89939,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_89939,
Tetrasomy X,19824,9,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_9,
Argininemia,19825,90,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90,
Granulomatosis with polyangiitis,19826,900,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_900,
Erythema elevatum diutinum,19827,90000,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90000,
X-linked cone dysfunction syndrome with myopia,19828,90001,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90001,
Undifferentiated connective tissue syndrome,19829,90002,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90002,
Inflammatory pseudotumor of the liver,19830,90003,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90003,
Amyotrophic lateral sclerosis-parkinsonism-dementia complex,19831,90020,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90020,
Radiation myelitis,19832,90021,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90021,
Primary immunodeficiency syndrome due to LAMTOR2 deficiency,19833,90023,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90023,
"Deafness with labyrinthine aplasia, microtia, and microdontia",19834,90024,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90024,
Non-syndromic syndactyly,19835,90025,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90025,
Primary erythromelalgia,19836,90026,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90026,
Hemolytic anemia due to glutathione reductase deficiency,19837,90030,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90030,
Non-spherocytic hemolytic anemia due to hexokinase deficiency,19838,90031,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90031,
"Autoimmune hemolytic anemia, warm type",19839,90033,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90033,
Paroxysmal cold hemoglobinuria,19840,90035,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90035,
Mixed-type autoimmune hemolytic anemia,19841,90036,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90036,
Drug-induced autoimmune hemolytic anemia,19842,90037,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90037,
Shiga toxin-associated hemolytic uremic syndrome,19843,90038,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90038,
Hemoglobin D disease,19844,90039,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90039,
Gaisböck syndrom,19845,90041,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90041,
Primary familial polycythemia,19846,90042,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90042,
Familial pseudohyperkalemia,19847,90044,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90044,
Hereditary folate malabsorption,19848,90045,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90045,
Retinopathy of prematurity,19849,90050,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90050,
Sepsis in premature infants,19850,90051,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90051,
Recurrent hepatitis C virus induced liver disease in liver transplant recipients,19851,90052,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90052,
Complications after hematopoietic stem cell transplantation,19852,90053,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90053,
Moderate and severe traumatic brain injury,19853,90056,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90056,
Spinal cord injury,19854,90058,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90058,
Acute sensorineural hearing loss by acute acoustic trauma or sudden deafness or surgery induced acoustic trauma,19855,90059,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90059,
Diffuse alveolar hemorrhage,19856,90060,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90060,
Non-infectious posterior uveitis,19857,90061,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90061,
Acute liver failure,19858,90062,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90062,
Acute peripheral arterial occlusion,19859,90064,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90064,
Acquired aneurysmal subarachnoid hemorrhage,19860,90065,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90065,
Pneumonia caused by Pseudomonas aeruginosa infection,19861,90066,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90066,
Cocaine intoxication,19862,90068,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90068,
Systemic monochloroacetate poisoning,19863,90069,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90069,
Hepatitis B reinfection following liver transplantation,19864,90073,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90073,
Partial deep dermal and full thickness burns,19865,90076,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90076,
Other acquired skin disease,19866,90077,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90077,
Invasive infections due to vancomycin-resistant enterococci,19867,90078,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90078,
Scarring in glaucoma filtration surgical procedures,19868,90080,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90080,
AIDS wasting syndrome,19869,90081,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90081,
Wells syndrome,19870,901,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_901,
Charcot-Marie-Tooth disease-deafness-intellectual disability syndrome,19871,90103,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90103,
Autosomal dominant intermediate Charcot-Marie-Tooth disease,19872,90114,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90114,
"Hereditary motor and sensory neuropathy, Okinawa type",19873,90117,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90117,
Severe early-onset axonal neuropathy due to MFN2 deficiency,19874,90118,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90118,
Hereditary motor and sensory neuropathy with acrodystrophy,19875,90119,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90119,
Hereditary motor and sensory neuropathy type 6,19876,90120,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90120,
Mandibuloacral dysplasia with type A lipodystrophy,19877,90153,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90153,
Mandibuloacral dysplasia with type B lipodystrophy,19878,90154,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90154,
Centrifugal lipodystrophy,19879,90156,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90156,
Drug-induced localized lipodystrophy,19880,90157,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90157,
Idiopathic localized lipodystrophy,19881,90158,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90158,
Panniculitis-induced localized lipodystrophy,19882,90159,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90159,
Pressure-induced localized lipoatrophy,19883,90160,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90160,
Non-hereditary late-onset primary lymphedema,19884,90185,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90185,
Meige disease,19885,90186,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90186,
Werner syndrome,19886,902,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_902,
Chilblain lupus,19887,90280,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90280,
Discoid lupus erythematosus,19888,90281,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90281,
Hypertrophic or verrucous lupus erythematosus,19889,90282,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90282,
Lupus erythematosus tumidus,19890,90283,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90283,
Lupus erythematosus panniculitis,19891,90285,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90285,
Localized scleroderma,19892,90289,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90289,
CREST syndrome,19893,90290,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90290,
Systemic sclerosis,19894,90291,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90291,
Von Willebrand disease,19895,903,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_903,
Acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome,19896,90301,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90301,
Parkes Weber syndrome,19897,90307,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90307,
Klippel-Trénaunay syndrom,19898,90308,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90308,
Cockayne syndrome type 1,19899,90321,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90321,
Cockayne syndrome type 2,19900,90322,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90322,
Cockayne syndrome type 3,19901,90324,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90324,
Margarita island ectodermal dysplasia,19902,90338,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90338,
Blau syndrome,19903,90340,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90340,
Early-onset sarcoidosis,19904,90341,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90341,
Xeroderma pigmentosum variant,19905,90342,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90342,
Autosomal dominant cutis laxa,19906,90348,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90348,
Autosomal recessive cutis laxa type 1,19907,90349,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90349,
Autosomal recessive cutis laxa type 2,19908,90350,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90350,
Brittle cornea syndrome,19909,90354,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90354,
Primary intestinal lymphangiectasia,19910,90362,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90362,
Secondary intestinal lymphangiectasia,19911,90363,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90363,
Hypotrichosis simplex of the scalp,19912,90368,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90368,
Telangiectasia macularis eruptiva perstans,19913,90389,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90389,
Anonychia-onychodystrophy syndrome,19914,90390,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90390,
Nodular lichen myxedematosus,19915,90393,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90393,
Discrete papular lichen myxedematosus,19916,90394,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90394,
Papular mucinosis of infancy,19917,90395,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90395,
Acral persistent papular mucinosis,19918,90396,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90396,
Self-healing papular mucinosis,19919,90397,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90397,
Localized lichen myxedematosus with mixed features of different subtypes,19920,90398,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90398,
Localized lichen myxedematosus with monoclonal gammopathy or systemic symptoms,19921,90399,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90399,
Williams syndrome,19922,904,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_904,
Scleromyxedema without monoclonal gammopathy,19923,90400,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90400,
Wilson disease,19924,905,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_905,
Wiskott-Aldrich syndrome,19925,906,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_906,
X-linked non-syndromic sensorineural deafness type DFN,19926,90625,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90625,
Autosomal dominant non-syndromic sensorineural deafness type DFNA,19927,90635,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90635,
Autosomal recessive non-syndromic sensorineural deafness type DFNB,19928,90636,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90636,
Mitochondrial non-syndromic sensorineural deafness,19929,90641,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90641,
Syndromic genetic deafness,19930,90642,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90642,
Deafness-hypogonadism syndrome,19931,90646,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90646,
Jervell and Lange-Nielsen syndrome,19932,90647,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90647,
Orofaciodigital syndrome type 7,19933,90649,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90649,
Otopalatodigital syndrome type 1,19934,90650,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90650,
Otopalatodigital syndrome type 2,19935,90652,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90652,
Stickler syndrome type 1,19936,90653,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90653,
Stickler syndrome type 2,19937,90654,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90654,
Charcot-Marie-Tooth disease type 1E,19938,90658,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90658,
Hypothyroidism due to TSH receptor mutations,19939,90673,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90673,
Isolated thyroid-stimulating hormone deficiency,19940,90674,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90674,
Rare endocrine growth disease,19941,90692,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90692,
Non-acquired panhypopituitarism,19942,90695,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90695,
NON RARE IN EUROPE: Wolff-Parkinson-White syndrome,19943,907,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_907,
Disorder of sex development,19944,90771,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90771,
"46,XX disorder of sex development induced by fetal androgens excess",19945,90776,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90776,
"46,XY disorder of sex development due to a testosterone synthesis defect",19946,90783,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90783,
"46,XY disorder of sex development due to adrenal and testicular steroidogenesis defect",19947,90786,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90786,
"46,XY disorder of sex development due to testicular steroidogenesis defect",19948,90787,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90787,
Congenital lipoid adrenal hyperplasia due to STAR deficency,19949,90790,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90790,
Congenital adrenal hyperplasia due to 3-beta-hydroxysteroid dehydrogenase deficiency,19950,90791,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90791,
Congenital adrenal hyperplasia due to 17-alpha-hydroxylase deficiency,19951,90793,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90793,
Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency,19952,90794,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90794,
Congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency,19953,90795,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90795,
"46,XY disorder of sex development due to isolated 17,20-lyase deficiency",19954,90796,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90796,
Partial androgen insensitivity syndrome,19955,90797,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90797,
Fragile X syndrome,19956,908,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_908,
Cerebrotendinous xanthomatosis,19957,909,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_909,
Primary lipodystrophy,19958,90970,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_90970,
Aromatase deficiency,19959,91,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_91,
Xeroderma pigmentosum,19960,910,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_910,
Autosomal recessive axonal hereditary motor and sensory neuropathy,19961,91024,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_91024,
Other metabolic disease,19962,91088,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_91088,
Combined immunodeficiency due to ZAP70 deficiency,19963,911,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_911,
Adenovirus infection in immunocompromised patients,19964,91127,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_91127,
Anophthalmia-heart and pulmonary anomalies-intellectual disability syndrome,19965,91129,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_91129,
Cardiomyopathy-hypotonia-lactic acidosis syndrome,19966,91130,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_91130,
DK1-CDG,19967,91131,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_91131,
Ichthyosis-hypotrichosis syndrome,19968,91132,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_91132,
Osteopenia-myopia-hearing loss-intellectual disability-facial dysmorphism syndrome,19969,91133,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_91133,
Body skin hyperlaxity due to vitamin K-dependent coagulation factor deficiency,19970,91135,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_91135,
Acquired monoclonal Ig light chain-associated Fanconi syndrome,19971,91136,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_91136,
Immunotactoid or fibrillary glomerulopathy,19972,91137,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_91137,
Cryoglobulinemic vasculitis,19973,91138,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_91138,
Simple cryoglobulinemia,19974,91139,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_91139,
Unspecified juvenile idiopathic arthritis,19975,91140,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_91140,
"46,XX disorder of sex development induced by maternal-derived androgen",19976,91144,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_91144,
Zellweger syndrome,19977,912,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_912,
Zollinger-Ellison syndrome,19978,913,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_913,
TSH-secreting pituitary adenoma,19979,91347,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_91347,
Functioning gonadotropic adenoma,19980,91348,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_91348,
Non-functioning pituitary adenoma,19981,91349,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_91349,
Pituitary deficiency due to Rathke cleft cysts,19982,91350,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_91350,
Pituitary dermoid and epidermoid cysts,19983,91351,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_91351,
Germinoma of the central nervous system,19984,91352,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_91352,
Pituitary deficiency due to empty sella turcica syndrome,19985,91354,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_91354,
Sheehan syndrome,19986,91355,ORPHAcodes,http://www.orpha.net/ORDO/Orphanet_91355,
