id,PID,Name,Acronym,Description,URL,Juridical Person,Country,Head of Biobank,Latitude,Longitude,Also Known In,Contact Person,Networks,Commercial Collaboration,Non Profit Collaboration,Capabilities,National Node
bbmri-eric:ID:UK_GBR-1-23,21.T12995/1.7976-71e4-1f2b,Northern Ireland Biobank (NIB),,"Northern Ireland Biobank was established in 2010 to collect, store and distribute human samples for translational research and is primarily funded by the Northern Ireland Health and Social Care Research & Development Division of the Public Health Agency.  Cancer Research UK (CR-UK), the Friends of the Cancer Centre and Prostate Cancer UK have also provided financial support. The NIB complies with approvals from both the Office of Research Ethics in Northern Ireland and HSC R&D governance to host and distribute cohorts of quality assured biological samples linked with well-defined clinical and pathological data sets.",http://www.nibiobank.org/,Queen's University Belfast,UK,,,,,bbmri-eric:contactID:UK_GBR-1-23,,,,,UK
bbmri-eric:ID:UK_GBR-1-234,21.T12995/1.5d72-0182-e295,Bristol Dental School Saliva Bank,,Whole human saliva is collected from donors at the Bristol Dental School at the University of Bristol.,,University of Bristol,UK,,,,,bbmri-eric:contactID:UK_GBR-1-234,,,,,UK
bbmri-eric:ID:UK_GBR-1-24,21.T12995/1.16b8-1a11-bbb9,SCOT translational sample collection,,"The SCOT study  enrolled more than 6000 patients over a 5 year period and is the largest single trial ever conducted in CRC. Tissues collected from patients entered in to the study are physically hosted in two sites; blood samples and blood fractions e.g. DNA, are held at the University of Oxford and FFPE samples are housed at the Glasgow Biobank. There are approximately 3000 blood and 3000 tissue samples in the collection.    The associated clinical data is held by the Cancer Research UK Clinical Trials Unit, Glasgow.",http://www.crukctuglasgow.org/eng.php?pid=scot,University of Glasgow,UK,,,,,bbmri-eric:contactID:UK_GBR-1-24,,,,,UK
bbmri-eric:ID:UK_GBR-1-244,21.T12995/1.584a-d067-4f43,Sheffield Lung Research Tissue Bank,,This lung tissue research bank at the University of Sheffield supports a long-standing interest in lung cell biology. Projects have investigated aspects of lung mast cell and macrophage biology and current work is focussed on pulmonary vascular cell biology. As part of this ongoing research we have curated more than 1000 samples of ‘grossly normal’ lung tissue from individuals who have undergone lung surgery.,https://www.sheffield.ac.uk/medicine/lung,University of Sheffield,UK,,,,,bbmri-eric:contactID:UK_GBR-1-244,,,,,UK
bbmri-eric:ID:UK_GBR-1-247,21.T12995/1.4e45-e5c1-008e,IMPORT HIGH trial blood samples,,Blood samples from patients with early stage breast cancer who received breast conserving surgery and appropriate systemic therapy and radiotherapy.,,The Institute of Cancer Research,UK,,,,,bbmri-eric:contactID:UK_GBR-1-247,,,,,UK
bbmri-eric:ID:UK_GBR-1-248,21.T12995/1.c1cd-7145-df8e,Norwich Research Park Biorepository,,"The NRP Biorepository is a newly developing service facilitating world leading research on the Norwich Research park, home to institutes including Quadram Biosciences, the UEA, the Norfolk and Norwich University Hospital, John Innes and the Earlham Institute. Established and funded as part of the development programme of the Park, it supports academic and commercial researchers both locally and from outside the Park in all aspects of tissue based research.",,Norfolk and Norwich University Hospital,UK,,,,,bbmri-eric:contactID:UK_GBR-1-248,,,,,UK
bbmri-eric:ID:UK_GBR-1-249,21.T12995/1.1c3c-1c1e-eeb9,Sheffield Brain Tissue Bank (SBTB),,"Sheffield Brain bank comprises of tissue samples mainly of Degenerative diseases (MND, Alzhiemers)",https://www.sheffield.ac.uk/neuroscience/sbtb/home,University of Sheffield,UK,,,,,bbmri-eric:contactID:UK_GBR-1-249,,,,,UK
bbmri-eric:ID:UK_GBR-1-250,21.T12995/1.9a23-a232-18cb,Nostra feasibility trial,,"A prospective non-randomised, multi-centre feasibility study to assess if patients with residual cancer following dual-targeted neoadjuvant chemotherapy treatment for HER2-positive, ER-negative early breast cancer can be identified by multiple ultrasound-guided tumour bed core biopsies",,University of Birmingham,UK,,,,,bbmri-eric:contactID:UK_GBR-1-250,,,,,UK
bbmri-eric:ID:UK_GBR-1-255,21.T12995/1.d747-a575-3106,Tommy's National Reproductive Health Biobank,,The Tommy's Biobank aims to prospectively collect samples from pregnant and non pregnant women to help research in to pregnancy complications. The biobank has been granted permission to ethically approve research projects conducted in the field of reproductive health. The biobank will bring together six biobanks that will all collect samples of high quality according to the standard operating procedures written by experts in the field of reproductive health.,,University Hospitals Coventry and Warwickshire NHS Trust,UK,,,,,bbmri-eric:contactID:UK_GBR-1-255,,,,,UK
bbmri-eric:ID:UK_GBR-1-256,21.T12995/1.5826-4a51-f13f,EXCEED study,,"EXCEED is a longitudinal population-based cohort which facilitates investigation of genetic, environmental and lifestyle-related determinants of a broad range of diseases and of multiple morbidity through data collected at baseline and via electronic healthcare record linkage.   * Recruitment has taken place in Leicester, Leicestershire and Rutland since 2013 and is ongoing, with approximately 10,000 participants aged 30-69 to date. The population of Leicester is diverse and additional recruitment from the local South Asian community is ongoing.   * Participants have consented to follow-up for up to 25 years through electronic health records and additional bespoke data collection is planned.   * Data available includes baseline demographics, anthropometry, spirometry and lifestyle factors (smoking and alcohol use), and longitudinal health information from primary care records, with additional linkage to other EHR datasets planned. Patients have consented to be contacted for recall-by-genotype and recall-by-phenotype sub-studies, providing an important resource for precision medicine research.   * We welcome requests for collaboration and data access by contacting the study management team via exceed@le.ac.uk.",http://www.leicsrespiratorybru.nihr.ac.uk/our-research/our-research-studies/exceed/,University of Leicester,UK,,,,,bbmri-eric:contactID:UK_GBR-1-256,,,,,UK
bbmri-eric:ID:UK_GBR-1-26,21.T12995/1.74e4-5f97-152a,plasmaMATCH,,"The UK plasma based Molecular profiling of Advanced breast cancer to inform Therapeutic Choices (plasmaMATCH) Trial:   A multiple parallel cohort,  open-label, multi-centre phase IIa clinical trial aiming to provide proof of principle efficacy for designated targeted therapies in patients with advanced breast cancer where the targetable mutation is identified through ctDNA screening",,The Institute of Cancer Research and The Royal Marsden NHS Foundation Trust,UK,,,,,bbmri-eric:contactID:UK_GBR-1-26,,,,,UK
bbmri-eric:ID:UK_GBR-1-33,21.T12995/1.ce21-d6dc-b34f,Manchester Eye Tissue Repository,,"Repository of post mortem donor eye tissue collected after removal of the corneas for transplantation. It has been established particularly for research into macular disease (age-related macular degeneration), but other ocular tissues have been stored frozen including peripheral retina, sclera, lens, vitreous and optic nerve.  Macular tissue has been stored frozen for immunohistochemistry (by embedding in OCT) and for biochemical studies.   The donor tissue had been genotyped in relation to AMD risk.  The Repository is funded by The Macular Society.",,University of Manchester,UK,,,,,bbmri-eric:contactID:UK_GBR-1-33,,,,,UK
bbmri-eric:ID:UK_GBR-1-34,21.T12995/1.0543-21a1-469d,MRC Brain Banks Network,,"The UK Brain Bank Network is an initiative, led by the MRC, to establish a coordinated national network of UK brain tissue resources (banks) for researchers to use.    The banks store post-mortem brain and central nervous system (CNS) tissue donated by the public for diagnosis and research into disorders.  Advances in understanding genetics and many of the molecules that define brain function mean that more and more research questions can be answered from human brain tissue.",http://www.mrc.ac.uk/research/facilities/brain-banks/,University of Bristol,UK,,,,,bbmri-eric:contactID:UK_GBR-1-34,,,,,UK
bbmri-eric:ID:UK_GBR-1-35,21.T12995/1.beba-46ff-1daf,NHS Grampian Biorepository,,"The Grampian Biorepository was developed to provide core facilities that could undertake research based around the collection, storage, analysis and distribution of human biological samples collected within NHS Grampian.   The biorepository supports a range of tissue based projects.   The main areas of research activity are translational research programs in colorectal cancer, lung cancer.  In addition we have the following collections: orthopaedic tissues and liver samples, We have access to the Pathology Department archive consisting of patient identifiable paper documents, tissue blocks and glass slides containing in excess 1 million patient samples.",,NHS Grampian,UK,,,,,bbmri-eric:contactID:UK_GBR-1-35,,,,,UK
bbmri-eric:ID:UK_GBR-1-36,21.T12995/1.bf86-149c-7744,UK ME/CFS Biobank,,"Participants:    Over 650 participants are included in the study, including ME/CFS participants diagnosed by a physician and compliant with CDC ’94 (Fukuda) and Canadian Consensus Criteria (CCC), with  case definition compliance available for four other commonly-used criteria. Healthy and MS matched controls are also available.    • Mild and Moderate ME/CFS  • Severe (Home-Bound) ME/CFS  • Multiple Sclerosis  • Healthy Controls    Samples Available:    Over 32,000 aliquots available.  • Whole Blood  • Serum  • Plasma  • RBCs  • PBMCs (Sodium Heparin and K2 EDTA)  • Blood for RNA Extraction (PaxGENE)    Associated Data Available:    • Baseline Standard Laboratory Tests to exclude comorbidity causes of fatigue  • In-person clinical assessment data   • Detailed Symptoms Assessments  • Demographic information  • Standardised instruments of Fatigue Severity and Functional Impairment",http://cureme.lshtm.ac.uk/,London School of Hygiene & Tropical Medicine,UK,,,,,bbmri-eric:contactID:UK_GBR-1-36,,,,,UK
bbmri-eric:ID:UK_GBR-1-37,21.T12995/1.c9aa-8422-96c2,Ethical Tissue - University of Bradford,,"Ethical Tissue is a research tissue bank, licensed by the Human Tissue Authority (HTA); to collect, store and supply a wide range of human tissue, cells and fluids to biomedical research groups in academia and industry.  Also includes tissue donated after death.",http://www.brad.ac.uk/business/ethical-tissue,University of Bradford,UK,,,,,bbmri-eric:contactID:UK_GBR-1-37,,,,,UK
bbmri-eric:ID:UK_GBR-1-4,21.T12995/1.b1cd-bcea-d60e,Human Developmental Biology Resource (HDBR),,"The Human Developmental Biology Resource (HDBR) is an ongoing collection of human embryonic and fetal material ranging from 3 to 20 weeks of development. Material is available to researchers internationally following registration with the tissue bank.  Jointly funded by the MRC and Wellcome Trust, the biobank has been operating since 1999 and is based at two centres: Institute of Genetic Medicine – Newcastle University and the Institute of Child Health – University College London.    Tissues can be dissected to meet specific research needs and samples supplied fixed or frozen for histology or nucleic acid extraction, or the tissue can be collected into culture media to be used to establish cell lines. Material pre-sectioned to microscope slides is available for immunohistochemistry (IHC) or tissue in situ hybridisation studies (TISH) and stage, tissue specific RNA/DNA/cDNA can be requested.    Our In House Gene Expression Service will perform IHC or TISH experiments on behalf of registered users and provide them with high quality annotated images of results ready for publication.",http://www.hdbr.org/,Newcastle University,UK,,,,,bbmri-eric:contactID:UK_GBR-1-4,,,,,UK
