"id","name","acronym","description","url","country"
"bbmri-eric:ID:SE_1705","The Epidemiological Investigation of Multiple Sclerosis (EIMS)","","","","SE"
"bbmri-eric:ID:FR_BB-0033-00054","EML-BRC","-","The << Environmental Microbiology Lyon >> (EML) Biological Resource Center (BRC) was created at Universite Lyon 1, about five years ago, following the recommendations of InEE (Institut Ecologie et Environnement) of the CNRS to ensure the conservation and distribution of novel microbial species and clones described ( or fully DNA sequenced) and studied by research groups at University Lyon 1, VetAgro Sup and other related institutions. This BRC is used as a model BRC by InEE in the frame of the development of a national InEE resource center in microbiology. The aim of InEE is to increase the accessibility to the microbial species and strains described, sequenced or investigated by its research teams as part of its own centers or in association with other institutions like INSERM, Institut Pasteur, INRA, universities and industries. This BRC offers all the tools that can guarantee the proper identity of the microbial strains which are conserved and distributed. It is having a highly original positioning regarding its content which is mainly focalized on species/strains isolated from outdoor and hospital environments. It is also the French BRC distributing and stocking atypical clinical actinomycetes and food shiga-toxin producing E. coli. It offers services that can allow establishing molecular and phenotypic imprints of the conserved micro-organisms; ensuring the quality of the conserved organisms. It offers various conservation systems such as -80?C conservation and lyophilisation. This collection is managed by various web accesses allowing completion of the description of the stocked micro-organisms by the experts at the origin of their deposit.  Regarding its involvement in research, its activities have mainly concerned the description of novel bacterial species, an evaluation of the criteria used to define bacterial genus, species and clonal complexes, the characterization of epidemic or dominant clones, and the analysis and development of methods which allow a better understanding of infra-specific genetic and phenotypic diversity.","http://www.eml-brc.org/","FR"
"bbmri-eric:ID:FR_BB-0033-00053","CRB Measles","-","Measles virus is an important human pathogens, causing regular outbreaks in France and in the world and presenting the first cause of infant mortality among infections for which vaccine is available. The collection of measles virus strains, CRB ""Measles"" contains measles virus isolates obtained from biological samples collected during epidemics of measles occurred during the last 40 years in various countries around the world as well as several vaccine strains. Some of primary measles isolates were adapted by repeated passages in specific host cells. In addition, several recombinant measles virus strains have been recently included. This collection is unique in France, housed in the laboratory INSERM U1111, within the team ""Immunobiology of Viral Infections"" and labelled by IBISA in 2009. In 2010, this collection includes 300 strains of measles and is enriched through collaboration with the National Reference Centre for Measles-RSV. All strains of the collection are genotyped, and are available for a more detailed biological characterization.","http://ciri.inserm.fr/les-equipes/toutes-nos-equipes/immunobiologie-des-infections-virales/measles-biobanque/","FR"
"bbmri-eric:ID:SE_1703","Coeliac Disease – Etiology, Investigation, Treatment","","","","SE"
"bbmri-eric:ID:DE_BBD","BioBank Dresden","BBD","The BioBank Dresden (BBD) is located on the campus of the University Hospital Dresden. Within the BBD, biomaterial from patients and healthy volunteers is processed and stored in a quality-assured and data-protection-compliant manner.  The BBD includes the tumor and normal tissue bank (TNTB) and the Dresden Integrated Liquid Biobank (DILB).

The aim of BioBank Dresden is to provide scientists with a comprehensive collection of tissue and liquid samples as well as associated data. This is an important basis for research at the Dresden site as well as for cooperation with external partners. The focus of the BioBank Dresden is on supporting research groups in the field of oncology so that cancer can be prevented or better cured and treated in the future.","https://www.nct-dresden.de/forschung/core-units/biobank-dresden.html","DE"
"bbmri-eric:ID:FR_BB-0033-00059","CRB ICM Val d'Aurelle","CRB-ICM","The CRLC Val d'Aurelle Biological Resources Centre (BRC) aims to:oOrganize the reception, the preparation, the conservation and the distribution of biological resources issued from care activity and clinical research,oGuarantee full quality control, traceability and compliance with the applicable good laboratory practices and the ethical legislative dispositions.BRC is made up of two cryopreservation units that allow the conservation of various types of samples:oA tissue bank for the management of tumor and no tumor tissue samples, and derived products (DNA, RNA, tissue chips).oA biobank for the conservation of blood products (serum, plasma, constitutional DNA) as well as other biological matrices (urine, drain liquids ...).BRC routinely collaborates with basic research teams, CRLC Val d'Aurelle clinical investigators and national and international research partners in the framework of academic and industrial pluridisciplinary projects.BRC works with the Clinical Research Unit to collect clinical data associated to biological resources.In this context, the BRC assumes a key role to maximize the scientific value of the samples collected and provides regulatory and technical expertises (modalities of conservation, quality control process, clinical information ....).","http://www.icm.unicancer.fr/fr/recherche/le-centre-de-ressources-biologiques-crb","FR"
"bbmri-eric:ID:IT_138442378660827","Biobanca IRCCS Centro San Giovanni Di Dio Fatebenefratelli","BioBank FBF","The BioBank FBF main goal is to provide human biological for studies aimed to 1) investigate genetic causes for neurodegenerative and psychiatric disorders; 2) identify molecular marker for neurodegenerative and psychiatric disorders; 3) to carry out cellular and molecular biology studies to highlight the pathogenetic mechanism underlying neurodegenerative and psychiatric disorders. Currently the collected material includes samples of DNA, RNA, plasma, serum, cerebrospinal fluid and primary fibroblasts cultures. The biological material was collected from more than 10000 patients affected by the major neuropsychiatric disorders (e.g. Alzheimer's disease, Frontotemporal dementia, vascular dementia, mild cognitive impairment, major depression, bipolar disorder, schizophrenia) and more than 1500 control subjects (cognitively healthy subjects and subjects with no psychiatric disorders) matched for age and gender with patients.","","IT"
"bbmri-eric:ID:NL_CBB","Centrale Biobank UMC Utrecht","CBB","The UMC Utrecht CBB was established to store and release human biological  material for scientific research. The CBB also facilitates the processing of human biological material prior to storage or prior to subsequent release. The CBB checks whether processing, storage and release of human samples are in compliance with regulations as stated in the UMC Utrecht Biobank Regulations.","http://www.umcutrecht.nl/nl/Ziekenhuis/Professionals/Voor-professionals/Centrale-Biobank","NL"
"bbmri-eric:ID:SE_1709","BbK-00332","","","","SE"
"bbmri-eric:ID:FR_BB-0033-00058","CRB-Banque de cellules Cochin APHP","CRB HUPC APHP-Paris","The Biological Resource Center of GH-HUPC was established in March 2015 and has incorporated in its structure, the cell bank of Cochin Hospital, which has been operational since 1990. It is located in the Hopital Cochin Port Royal is one of the functional units of the Pole Biology Pharmacy-Pathology. Its objectives are : - to promote clinical and basic research hospitalier- to organize the receipt, processing, storage of various biological samples (cells, lymphoblastoid cell lines, serum, plasma, cerebrospinal fluid, urine, nucleic acids ...) - to provide the labeled human biological sample collections can be used in various public research programs and / or private but also used for genetic disease diagnostic.","http://hopitaux-paris-centre.aphp.fr/le-centre-de-ressources-biologiques-crb/","FR"
"bbmri-eric:ID:IT_1382783556249610","Banca Biologica Oncologica Pediatrica","BBOP","The laboratory of pediatric oncohematology is the national reference for the diagnosis of acute pediatric, lymphomas, solid tumors and brain tumors.. . IN additon to the routine analyses, for retrospective studies and future clinical and/or research puroposes the biological biobank is maintained. Cryopreservation of an average of 10000 vials is carried out annualy and are subsequently added to the bank. Moreover are stored dna rna proteins and cell lines. The biological bank is a centralized integrated framework for the collection and filling of biological samples related to clinical studies and clinical analysis in research projects. . . Biobank’s activities are: storing specimens harvested over time, combined with molecular, cellular and genetic data. Moreover, collected samples are processed primarily analyzed and adeguately preseved for sharing with the wider scientific comunity. . . An efficient IT system is a crucial matter and has been implemented to serve database in real time.","","IT"
"bbmri-eric:ID:FR_BB-0033-00057","CRB-TOXO","-","The Biological Resource Centre for Toxoplasma (BRC Toxoplasma) is the support of several kind of researches: 1.Researches on biodiversity and circulation of Toxoplasma gondii across the world: a discriminant technique of genotyping based on 15 microsatellites has been developed and implemented on strains from different continents for a worldwide mapping of Toxoplasma genotype diversity. 2.Relationship between Toxoplasma genotypes and clinical expression of human toxoplasmosis: thanks to our network of medical parasitologists, a large database of more than 600 strains associated with clinical data is available. In immunocompetent patients, atypical strains such as those found in French Guiana are associated with severe forms of acquired toxoplasmosis, whereas in immunodeficient patients, there was no significant difference in the clinical manifestations and the outcome according to the genotype, showing the overwhelming role played by immune status in this opportunistic parasite. Database on congenital toxoplasmosis showed that atypical genotypes were more frequently associated with severe forms after late maternal infection. The search for virulence factors of T. gondii in humans is part of an ongoing collaborative project (UMR 5163 CNRS-UJF).3.Relationship between drug sensitivity and strains according genotypes. Description of drug resistance in Toxoplasma and identification of ABC Transporters in Toxoplasma (with potential ABC involved in resistance). For ABC transporters, we described for the first time these family in Toxoplasma (Sauvage, 2006) and we have identified 24 genes with expression in all stages of parasitic life. Then we focused on ABC with sequences homologies with ABC described as implicated in drug resistance in other protozoans parasites (Schmid, 2009). We now study on protein(s) associated with Toxoplasma gondii resistance;4.Besides, research projects based on BRC strains were conducted by other research teams: oExperimental models for ocular or congenital toxoplasmosis, oPhysiopathological studies with atypical Guianese strains, ostrain-specific immunological responses, oGenotyping studies oBiochemical analysis of different pathways of Toxoplasma","http://www.toxocrb.com","FR"
"bbmri-eric:ID:SE_1707","Naltrexone for the treatment of amphetamine dependence: A randomized placebo controlled trial","","","","SE"
