name,label,codesystem,code,definition
Separation insecurity,Separation insecurity,HPO,HP_0031468,"Fears of rejection by and/or separation from significant others, associated with fears of excessive dependency and complete loss of autonomy."
Low self esteem,Low self esteem,HPO,HP_0031469,Negative opinion about oneself characterized by low self-confidence and exaggeratedly critical feelings about oneself.
Risk taking,Risk taking,HPO,HP_0031472,"Engagement in dangerous, risky, and potentially self-damaging activities, unnecessarily and without regard to consequences; lack of concern for one's limitations and denial of the reality of personal danger."
Hostility,Hostility,HPO,HP_0031473,Persistent or frequent angry feelings; anger or irritability in response to minor slights and insults.
Pulmonary chondroma,Pulmonary chondroma,HPO,HP_0031474,A benign cartilaginous tumors of the lung.
Status epilepticus without prominent motor symptoms,Status epilepticus without prominent motor symptoms,HPO,HP_0031475,"There is inconclusive evidence to precisely define the duration of the seizure; however, based on current evidence an operational threshold of 10 minutes is appropriate as beyond this a seizure is likely to be more prolonged. The individual may or may not be aware or in coma."
Abnormal buccal mucosa cell morphology,Abnormal buccal mucosa cell morphology,HPO,HP_0031476,"Any structural anomaly of the cells of the mucosa of the oral cavity in the region of the cheek (buccal mucosa cells).|Buccal mucosa cells are easy to obtain and are a useful model of some other diseases. For instance, muccal mucosa cells from arrhythmogenic cardiomyopathy patients exhibit changes in the distribution of cell junction proteins similar to those seen in the heart."
obsolete Abnormal mitral valve morphology,obsolete Abnormal mitral valve morphology,HPO,HP_0031477,
Abnormal mitral valve annulus morphology,Abnormal mitral valve annulus morphology,HPO,HP_0031478,Any structural anomaly of the annulus of the mitral valve. The annulus is a ring composed of fibrous and myocardial tissue and is the structure onto which the cusps of the valve attach.
Dilatation of the mitral annulus,Dilatation of the mitral annulus,HPO,HP_0031479,An increase in the diameter of the ring (annulus) of the mitral valve.
Abnormal mitral valve leaflet morphology,Abnormal mitral valve leaflet morphology,HPO,HP_0031480,Any structural anomaly of the leaflets (also known as cusps) of the mitral valve.
Abnormal mitral valve physiology,Abnormal mitral valve physiology,HPO,HP_0031481,Any functional anomaly of the mitral valve.
Abnormal regional left ventricular contraction,Abnormal regional left ventricular contraction,HPO,HP_0031482,A wall motion abnormality observed upon left ventricular contraction that affects a specific region of the left ventricle.
Reduced contraction of the left ventricular apex,Reduced contraction of the left ventricular apex,HPO,HP_0031483,Reduced wall motion (contraction) of the apex of the left ventricle. This manifestation can be observed on echocardiography.
Cold-induced hemolysis,Cold-induced hemolysis,HPO,HP_0031484,A form of hemolytic anemia that can be triggered by cold temperatures.
Subperiosteal bone formation,Subperiosteal bone formation,HPO,HP_0031485,The formation of new bone along the cortex and underneath the periosteum of a bone.
Vascular malformation of the lip,Vascular malformation of the lip,HPO,HP_0031486,An anomaly of blood vessels located in the lip.
Capillary malformation of the lip,Capillary malformation of the lip,HPO,HP_0031487,"A vascular malformation located in the lip that is characterized by
ectatic papillary dermal capillaries and postcapillary venules in the upper reticular dermis."
Arteriovenous malformation of the lip,Arteriovenous malformation of the lip,HPO,HP_0031488,A vascular malformation located in the lip that is characterized by direct blood shunting from an artery to a vein due to the absence of a capillary bed. The artery and vein can be directly connected by a fistula or indirectly connected by an abnormal vessel channel termed a nidus.
Venous malformation of the lip,Venous malformation of the lip,HPO,HP_0031489,A vascular malformation located in the lip that is related to abnormal vascular morphogenesis.
Hemangioma of the lip,Hemangioma of the lip,HPO,HP_0031490,A vascular malformation located in the lip that is related to vascular endothelial cell hyperplasia.
Continuous spike and waves during slow sleep,Continuous spike and waves during slow sleep,HPO,HP_0031491,"Diffuse, bilateral and recently also unilateral or focal localization spike-wave occurring in slow sleep or non-rapid eye movement sleep."
Epithelial neoplasm,Epithelial neoplasm,HPO,HP_0031492,"A benign or malignant neoplasm that arises from and is composed of epithelial cells. This category include adenomas, papillomas, and carcinomas [NCIT:C3709].|Epithelial neoplasm is a benign or malignant neoplasm that arises from and is composed of epithelial cells. This category include adenomas, papillomas, and carcinomas."
Glandular cell neoplasm,Glandular cell neoplasm,HPO,HP_0031493,A tumor that arises from a gland cell.
Ovarian mucinous tumor,Ovarian mucinous tumor,HPO,HP_0031494,"Ovarian mucinous neoplasms consist of borderline tumors (tumors of low malignant potential, or LMP tumors), intraepithelial (non-invasive) carcinoma, and invasive carcinoma."
Mucinous neoplasm,Mucinous neoplasm,HPO,HP_0031495,
Mucinous cystic neoplasm of the pancreas,Mucinous cystic neoplasm of the pancreas,HPO,HP_0031496,Mucin-producing and septated cyst-forming epithelial neoplasia of the pancreas with a distinctive ovarian-type stroma.
Mucinous colorectal carcinoma,Mucinous colorectal carcinoma,HPO,HP_0031497,A subtype of colorectal carcinoma with mucin lakes.
Mucinous gastric carcinoma,Mucinous gastric carcinoma,HPO,HP_0031498,A poorly differentiated type of gastric carcinoma with a substantial amount of extracellular mucus (over 50% of tumor volume) within the tumor.
Appendiceal mucinous neoplasm,Appendiceal mucinous neoplasm,HPO,HP_0031499,"An epithelial neoplasm originating in the appendix and often associated with cystic dilation of the appendix due to accumulation of gelatinous material, morphologically referred to as mucoceles."
Abdominal mass,Abdominal mass,HPO,HP_0031500,An abnormal enlargement or swelling in the abdomen.
Pelvic mass,Pelvic mass,HPO,HP_0031501,An abnormal enlargement or swelling in the pelvic region.
Trophoblastic tumor,Trophoblastic tumor,HPO,HP_0031502,A gestational or non-gestational neoplasm composed of neoplastic trophoblastic cells [NCIT:C3422].
Night gasping,Night gasping,HPO,HP_0031503,Waking up at night gasping for breath.
Foamy urine,Foamy urine,HPO,HP_0031504,Urine has an increased amount of frothy fine bubbles.
Abnormal circulating thyroxine level,Abnormal circulating thyroxine level,HPO,HP_0031505,A deviation from the normal concentration of thyroxine in the blood. Thyroxine (also known as T4) is the main hormone secreted by the thyroid gland into the blood. It can be converted into the active form triiodothyronine (also known as T3).
Increased circulating thyroxine level,Increased circulating thyroxine level,HPO,HP_0031506,An elevation above the normal concentration of thyroxine in the blood. Thyroxine (also known as T4) is the main hormone secreted by the thyroid gland into the blood. It can be converted into the active form triiodothyronine (also known as T3).
Decreased circulating thyroxine level,Decreased circulating thyroxine level,HPO,HP_0031507,A reduction below the normal concentration of thyroxine in the blood. Thyroxine (also known as T4) is the main hormone secreted by the thyroid gland into the blood. It can be converted into the active form triiodothyronine (also known as T3).
Abnormal thyroid hormone level,Abnormal thyroid hormone level,HPO,HP_0031508,Any deviation from the normal range of the hormones produced by the thyroid gland.
Dry nipple,Dry nipple,HPO,HP_0031509,
Linear earlobe crease,Linear earlobe crease,HPO,HP_0031510,A transverse linear fissure (crease) in the lobule of the ear.|This feature may be observed in Beckwith Wiedemann syndrome.
Diagonal earlobe crease,Diagonal earlobe crease,HPO,HP_0031511,"Diagonal earlobe creases run from the lower pole of the external meatus, diagonally backwards to the edge of the lobe at approximately 45 degrees."
Abnormal cutaneous collagen fibril morphology,Abnormal cutaneous collagen fibril morphology,HPO,HP_0031512,An anomaly of the collagen fibers located in the skin.
Luse bodies,Luse bodies,HPO,HP_0031513,Fusiform collagen fibers with abnormally long spacing (exceeding 100 nm) between electron-dense bands.|The periodicity of normal collagen fibers is substantially lower than that of Luse bodies.
Increased proportion of exhausted T cells,Increased proportion of exhausted T cells,HPO,HP_0031514,"An abnormally elevated proportion of exhausted T cells (Tex) among circulating T cells. T cell exhaustion is a distinct differentiation state that can be distinguished from naive, effector, and memory T cells. Compared to effector (TE) and memory (TMEM) T cells, exhausted T cells (TEX) display impaired effector functions (e.g., rapid production of effector cytokines, cytotoxicity). TEX have limited proliferative potential, especially compared to some subsets of TMEM and naive T cells."
Abnormal meiosis,Abnormal meiosis,HPO,HP_0031515,"Any anomaly of meiosis, a type of cell division that reduces the number of chromosomes in the parent cell by half and produces four gamete cells."
Oocyte arrest at metaphase I,Oocyte arrest at metaphase I,HPO,HP_0031516,"Failure of oocytes to proceed through the stages of meiosis with stoppage at the first metaphase stage.|An essential feature of successful mammalian reproduction is the fusion of a sperm with a metaphase II oocyte. Oocytes are first arrested at prophase I and resume meiosis in response to luteinizing hormone (LH). Following spindle assembly and extrusion of the first polar body, oocytes are again arrested at metaphase II until fertilization."
