providerIdentifier,organisation,hasSubmittedData
01zss5v68,Institute Cancer De La Loire Lucien Neuwirth,True
044d2hn91,Centre Hospitalier Guillaume Régnier,False
03y9rwp16,Hôpitaux Universitaires Grand Ouest,True
014hxhm89,University Cancer Institute Toulouse Oncopole,True
03wr2ty35,"Groupe Hospitalier de l'Institut Catholique de Lille",True
01egnsq83,Centre Hospitalier de Saint-Brieuc,False
02byms354,Centre Hospitalier privé Saint Grégoire,True
02bykxq63,Centre Hospitalier de Saint-Malo,True
00vhctc31,Centre Hospitalier de Vitré,False
03nwwb023,Centre Médico Chirurgical de Tronquières,False
0560m4761,"Institut de Prise en Charge de l'Obésité en Alsace",False
04fyf9d79,Laboratoire Saint Martin,False
05v7gs072,Nextep,False
00rd9tc64,Laboratoire Dr Renaud,False
04f350r05,Phagogène,False
028p0gk46,Private Hospital Of The Peupliers,False
059qzhk26,Hôpital La Porte Verte,False
01zss5v68,Institute Cancer De La Loire Lucien Neuwirth,False
044d2hn91,Centre Hospitalier Guillaume Régnier,False
03y9rwp16,Hôpitaux Universitaires Grand Ouest,True
014hxhm89,University Cancer Institute Toulouse Oncopole,True
03wr2ty35,"Groupe Hospitalier de l'Institut Catholique de Lille",True
03gv0kc08,Oncolie,True
03jbnw407,Brides-les-Bains,False
04q33ey84,Centre Hospitalier Charles Perrens,False
00126za90,"Hôpital d'Instruction des Armées Clermont-Tonnerre",False
03bbcet56,Etablissements de Santé Mentale,False
04r55zh03,"Clinique Mutualiste de l'Estuaire",False
04q35v833,Prostestante Health House of Bordeaux Bagatelle,True
035e6q027,Languedoc Mutualité,False
036mx0561,Clinique Claude-Bernard,True
05cvcn611,Clinique du Grand Large,True
01ya56e34,Clinique du Millénaire,False
00dxw4v18,Hôpital Couple Enfant,True
04z27mz17,Clinique Hartmann,True
02tm5ny37,Médipole Garonne,True
01tfhsg94,Hôpital Européen,False
04jf1d362,Hôpital Jean Jaurès,False
04qvenw96,Clinique Victor Hugo,True
04rkyw928,"L'Hôpital Nord Franche-Comté",False
02chsc169,Centre Hospitalier Compiègne-Noyon,False
02nn5y377,Hôpital Privé Jean Mermo,False
024hscy29,Centre Hospitalier de Bigorre,True
0240khg33,Polyclinic Bordeaux North Aquitaine,False
01m10js32,Strasbourg Oncology Liberale,False
01q447526,Observatoire Régional de la Santé d’Alsace,False
051eb2f11,Centre Hospitalier de la Dracénie,True
02fqjqj75,Hôpital Clinique Claude-Bernard,False
0187f2d05,Hôpital Privé Marseille Beauregard,True
03471w967,Hôpital Larrey,False
01egbmk61,"Clinique de l'Acte et PSychosexualité",False
02srtzw86,Centre Hospitalier Intercommunal Castres-Mazamet,False
038dne681,Centre Paramédical Santy,True
015305q15,Centre Hospitalier Avranches Granville,False
04j0edb32,Hôpital Privé Guillaume de Varye,True
052bx1y70,Clinique Vétérinaire Benjamin Franklin,False
0355tjr07,Hôpital Maritime de Berck,False
02v5bgz72,"Groupe Hospitalier Cochin - Port-Royal, Hôtel-Dieu, Broca - La Collégiale",False
01bcqbv56,Hôpital Adélaïde-Hautval,False
01sr2h546,Hôpital Émile-Roux,False
03zry0650,Hôpital Georges-Clemenceau,False
02xhgtj20,Hôpital Marin de Hendaye,False
053385a79,Hôpital Dupuytren,False
036b75x65,Hôpital Paul-Doumer,False
03e04x797,Hôpital René-Muret,False
03h9w0610,Hôpital Sainte-Périne,True
05cmw3824,Hôpital San Salvadour,False
035pbs233,Albert-Trillat Center,False
02zht5x56,Centre Hospitalier Sud-Essonne Dourdan-Etampes,False
03mg0pe18,Centre Hospitalier de Dax –Côte d’Argent,False
01yys9r78,Hôpital Saint- Camille,False
058xkam71,FHU Neurovasc,False
008fdbn61,Institut de Cancérologie Strasbourg,True
02cw59y30,Genomic and Immunotherapy Medical Institute,True
057g3at21,Fondation Vallée,False
049am9t04,Hôpital Saint-Louis,True
01v676463,Hôpitaux Universitaires Paris-Ouest,False
03n6qxm88,Hôpital Saint-Jacques,False
03jmjy508,Hôtel-Dieu de Paris,False
03fdnmv92,Hôpital Bichat-Claude-Bernard,False
02dcqy320,Hôpital Robert-Debré,False
03va0yq34,ERN ITHACA,False
005pygq66,VASCERN,False
05tr67282,Hôpital Necker-Enfants Malades,True
04dng8q18,ERN EuroBloodNet,True
02mh9a093,Pitié-Salpêtrière Hospital,True
029nm1m14,ERN EYE,True
0446wcg70,ERN Skin,True
04x3ta798,ERN EURO-NMD,True
04bckew43,Hôpitaux Universitaires de Strasbourg,True
0214h3370,ERN EpiCARE,True
00dt6a694,Centre Hospitalier de Perpignan,True
03wmxdf36,Polyclinique de Franche Comté,True
0009b0k06,Clinique des Cèdres,True
02tcf7a68,Centre Hospitalier Universitaire de Clermont-Ferrand,False
01rq5e797,ERN EURACAN,True
0275ye937,Centre Hospitalier Universitaire de Nîmes,False
00yphhr71,Institut de Cancérologie de Lorraine,True
02yw1f353,Institut Bergonié,True
04q5j9b45,Institut de Veille Sanitaire,True
01m6as704,"Institut de Cancérologie de l'Ouest",False
034zn5b34,Hôpital Rangueil,False
03vcx3f97,Hôpital Purpan,True
017h5q109,Centre Hospitalier Universitaire de Toulouse,True
04pwyfk22,Hôpital Saint Eloi,False
04x3ta798,ERN EURO-NMD,True
04bckew43,Hôpitaux Universitaires de Strasbourg,False
0214h3370,ERN EpiCARE,True
00dt6a694,Centre Hospitalier de Perpignan,True
03wmxdf36,Polyclinique de Franche Comté,False
0009b0k06,Clinique des Cèdres,False
02tcf7a68,Centre Hospitalier Universitaire de Clermont-Ferrand,False
01rq5e797,ERN EURACAN,True
0275ye937,Centre Hospitalier Universitaire de Nîmes,False
00yphhr71,Institut de Cancérologie de Lorraine,False
02yw1f353,Institut Bergonié,False
04q5j9b45,Institut de Veille Sanitaire,False
01m6as704,"Institut de Cancérologie de l'Ouest",True
034zn5b34,Hôpital Rangueil,False
03vcx3f97,Hôpital Purpan,True
017h5q109,Centre Hospitalier Universitaire de Toulouse,False
04pwyfk22,Hôpital Saint Eloi,False
023km2z79,Hôpital de Vaugirard-Gabriel Pallez,False
0246mbd04,Centre Hospitalier Sud Francilien,True
02t1zz428,Hôpital de la Roche-Guyon,False
0377z4z10,Centre Hospitalier Universitaire Dijon Bourgogne,False
00h9jb865,Centre Hospitalier de Saint-Quentin,False
023jdj880,Mutual Hospital Group of Grenoble,False
00v0ean07,French Society of Periodontology,True
04q9mdf26,Institut Sainte Catherine,False
03vn1xq77,Centre Hospitalier Saint-Joseph Saint-Luc,True
01p2v9z14,Fondation Hopale,False
04n1nkp35,Hôpital Intercommunal de Créteil,False
05qec5a53,Centre Hospitalier Universitaire de Rennes,False
05evp6y14,Générale de Santé,False
04vhgtv41,UniCancer Group,True
02693j602,Institut Regional du Cancer de Montpellier,True
05qy72j51,dsafsdf,False
01hq89f96,Centre Hospitalier Universitaire de Bordeaux,False
027arzy69,Centre Hospitalier Universitaire de Caen,False
05c1qsg97,Centre Hospitalier Universitaire de Nantes,True
0045xgt95,"Fondation pour l'Innovation en Cardiométabolisme et Nutrition",False
040pk9f39,GHU Paris psychiatrie & neurosciences,True
033yb0967,Hôpitaux Universitaires Henri-Mondor,True
02srqfw71,Centre Médical de La Teppe,False
00pg5jh14,Assistance Publique – Hôpitaux de Paris,True
05y46wh70,Fondation Santé des étudiants de France,False
05ev88143,Hôpitaux de Saint Maurice,True
02x9y0j10,Centre Franois Baclesse,False
01e6msy72,Centre Hospitalier De Pau,True
03yzavx55,Centre Hospitalier Vétérinaire Frégis,False
016ncsr12,Centre Hospitalier Universitaire de Nancy,False
01jvqnd16,Centre Technique Interprofessionnel des Oléagineux Métropolitains,True
00gnrwz95,National Computer Center for Higher Education,True
01qtp1053,Paris School of Economics,False
02nwvxz07,École des Ponts ParisTech,False
01fpqqe90,"École Nationale Supérieure d'Ingénieurs de Caen",True
00ysecr35,École Nationale Supérieure de Céramique Industrielle,False
03qeacd72,"École Nationale Supérieure de l'Électronique et de ses Applications",False
05813w841,École Nationale Supérieure de Mécanique et des Microtechniques,True
05a1dws80,Mines Saint-Étienne,False
03e8rf594,"École des Mines d'Alès",False
054qv7y42,Institut Polytechnique de Bordeaux,True
017h2rd72,"Institut Supérieur de l'Électronique et du Numérique",False
00ghzk478,INSEAD,False
01qv87150,European School of Haematology,True
00d0rke27,Institut d’Optique Graduate School,True
0121jnt59,Institut de Recherche et Coordination Acoustique Musique,False
00ggqtz82,Institut Français de la Mer,False
04ss55z27,Observatoire des énergies renouvelables,False
02e10zk80,ORT France,True
025s1b152,Université Catholique de Lille,True
02kbmgc12,Agro ParisTech,False
03sgyqj04,École Nationale Supérieure de Chimie de Montpellier,False
05q65zh81,Chimie ParisTech,False
05q0ncs32,Oniris,False
05eyymj94,École Supérieure de Biotechnologie de Strasbourg,True
040baw385,Centrale Marseille,False
033c46s90,European University of Brittany,True
03kfkzp90,Institut Universitaire de Recherche Clinique,False
044t4x544,University of Nîmes,True
04y8cs423,Mines ParisTech,False
03k1bsr36,University of Burgundy,True
00e96v939,"University of Évry Val d'Essonne",False
04k8k6n84,University of Upper Alsace,False
03gnr7b55,Nantes Université,False
043htjv09,CY Cergy Paris University,False
029brtt94,Claude Bernard University Lyon 1,False
04yrqp957,University of Angers,False
03rxtdc22,École Normale Supérieure de Rennes,False
01x441g73,École Centrale de Lille,False
051kpcy16,Université de Caen Normandie,False
05339ng12,Polytech Lille,True
053x9s498,Artois University,True
03kfkzp90,Institut Universitaire de Recherche Clinique,False
033c46s90,European University of Brittany,True
025s1b152,Université Catholique de Lille,False
02kbmgc12,Agro ParisTech,False
03sgyqj04,École Nationale Supérieure de Chimie de Montpellier,False
05q65zh81,Chimie ParisTech,True
05q0ncs32,Oniris,False
05eyymj94,École Supérieure de Biotechnologie de Strasbourg,True
040baw385,Centrale Marseille,False
01jvqnd16,Centre Technique Interprofessionnel des Oléagineux Métropolitains,False
00gnrwz95,National Computer Center for Higher Education,False
01qtp1053,Paris School of Economics,True
02nwvxz07,École des Ponts ParisTech,False
01fpqqe90,"École Nationale Supérieure d'Ingénieurs de Caen",True
00ysecr35,École Nationale Supérieure de Céramique Industrielle,False
03qeacd72,"École Nationale Supérieure de l'Électronique et de ses Applications",False
05813w841,École Nationale Supérieure de Mécanique et des Microtechniques,True
05a1dws80,Mines Saint-Étienne,True
03e8rf594,"École des Mines d'Alès",False
054qv7y42,Institut Polytechnique de Bordeaux,False
017h2rd72,"Institut Supérieur de l'Électronique et du Numérique",False
00ghzk478,INSEAD,False
01qv87150,European School of Haematology,False
00d0rke27,Institut d’Optique Graduate School,True
0121jnt59,Institut de Recherche et Coordination Acoustique Musique,False
00ggqtz82,Institut Français de la Mer,False
04ss55z27,Observatoire des énergies renouvelables,False
02e10zk80,ORT France,True
05yp7vw70,Académie de Grenoble,False
04f87d812,"Centre d'Etudes Superieures Industrielles",False
03ag8py18,Académie de Montpellier,False
030txnd05,École Navale,False
04r5ddq29,Graduate School of Computer Science and Advanced Technologies,False
039jywa41,European Institute of Technology,True
04gwzr713,Ingésup,True
01bn93e28,École Nationale de la Météorologie,False
01fz7mn40,"École Nationale de la Statistique et de l'Administration Économique",True
03y0qc033,Institut National des Sciences Appliquées Centre Val de Loire,True
00tx98v53,École Nationale Supérieure d’Informatique pour l’Industrie et l’Entreprise,False
03d1tvr44,ITESCIA,True
05hca2307,École Nationale Supérieure d’Architecture Paris-Malaquais,True
01cdn3r29,École Nationale Supérieure des Beaux-Arts,True
05xamdp54,Le Fresnoy - Studio National des Arts Contemporains,False
0033vhx30,University of Paris-Seine,True
000axn811,Audencia Business School,False
03hz42y69,La Rochelle Engineering School,False
01gtsrs29,"École de l'Air",False
05ate2e14,École des Mines de Douai,False
00wnzj089,National School of Administration,False
02ypw0a72,Brest National Engineering School,True
051gb6s93,La Rochelle Business School,True
00g6cx256,ESIEA University,True
01anhj553,Catholic University of Lyon,False
05n62pb30,Catholic University of Rennes,False
00s4cve39,Catholic University of Toulouse,False
0501fq006,"Université d'été de Boulogne-sur-Mer",True
05dzbpx12,Université Européenne des Senteurs & Saveur,False
0406t3m57,Université Nantes Angers Le Mans,True
045svrn73,University of London Institute in Paris,True
030txnd05,École Navale,False
04r5ddq29,Graduate School of Computer Science and Advanced Technologies,False
039jywa41,European Institute of Technology,False
04gwzr713,Ingésup,False
01bn93e28,École Nationale de la Météorologie,True
01fz7mn40,"École Nationale de la Statistique et de l'Administration Économique",False
03y0qc033,Institut National des Sciences Appliquées Centre Val de Loire,False
00tx98v53,École Nationale Supérieure d’Informatique pour l’Industrie et l’Entreprise,False
03d1tvr44,ITESCIA,False
05hca2307,École Nationale Supérieure d’Architecture Paris-Malaquais,False
01cdn3r29,École Nationale Supérieure des Beaux-Arts,False
05xamdp54,Le Fresnoy - Studio National des Arts Contemporains,False
0033vhx30,University of Paris-Seine,False
000axn811,Audencia Business School,False
03hz42y69,La Rochelle Engineering School,False
01gtsrs29,"École de l'Air",True
05ate2e14,École des Mines de Douai,True
00wnzj089,National School of Administration,True
02ypw0a72,Brest National Engineering School,False
051gb6s93,La Rochelle Business School,True
01e2adt21,School of Business and Management,False
04kkyet53,École Supérieure des Sciences Commerciales d’Angers,False
0458ana96,Institut Français de la Brasserie et de la Malterie,False
05q7a8a02,EDHEC Business School,False
04q0nd296,EM Strasbourg Business School,False
009gmrj52,EMLYON Business School,False
0287ptp38,France Business School,False
03affdz79,French National School for the Judiciary,False
0185jey51,"Hautes Études d'Ingénieur",False
01g1pe685,NEOMA Business School,False
05bhtvt77,"École Nationale d'Ingénieurs de Metz",False
00701pv42,Wesford,True
02setav13,Pôle Universitaire Léonard de Vinci,False
02m5dy175,Georgia Tech Lorraine,False
0395sep02,Lycée Louis-le-Grand,False
00wk3s644,Kedge Business School,False
02tqmhd47,Catholic Institute of Higher Studies,False
04sgy3p75,Leonardo da Vinci Engineering School,True
05576mm83,"École Nationale Supérieure d'Architecture et de Paysage de Bordeaux",False
03azwf096,"École d'Enseignement Supérieur d'Art de Bordeaux",True
008axfh28,National School of Architecture of Montpellier,False
04eghjs57,"École Nationale Supérieure d'Architecture de Bretagne",False
04rw0w260,"École Européenne Supérieure d'Art de Bretagne",True
03j4bgx95,ECAM Rennes Louis de Broglie,False
00bpw1b12,École des Avocats Nord-Ouest,True
021wv9p83,École des Métiers de l’Environnement,False
05wy89733,UNiLaSalle,False
0167nty12,École des Avocats du Grand Ouest,False
02j530k95,École Supérieure de Chimie Organique et Minérale,True
00yw34h52,"Institut Supérieur d'Électronique de Paris",False
04dw8vw47,"École Nationale Supérieure d'Architecture de Clermont-Ferrand",True
02k6n4s14,"École Centrale d'Électronique",True
00aac9t94,École Spéciale Militaire de Saint-Cyr,True
043w4dx82,École Militaire Interarmes,False
02kgft750,"École Nationale Supérieure d'Art",False
043qd1272,National Maritime College of France,True
05q4ybv44,International and European Law School,False
036wqyb22,ENSA Dijon Art and Design,True
00s13q694,"École Supérieure d'Ingénieurs des Travaux de la Construction de Metz",False
01hbq4r90,"École Nationale Supérieure d'Architecture de Paris-Belleville",False
01pcs0h38,École Nationale des Greffes,False
037mk9523,"École Supérieure d'Ingénieurs des Travaux de la Construction de Cachan",False
021r2cx19,École Supérieure des Professions Immobilières,False
047vv7q25,"École Supérieure d'Art du Nord-Pas-de-Calais",False
050r7zc91,Institut Polytechnique des Sciences Avancées,False
05xsxn838,École Nationale Supérieure des Arts Décoratifs,False
00yzbmy59,Institut supérieur des arts de Toulouse,False
027jws131,Institut Polytechnique Saint-Louis,False
04ef94584,"Institut Libre d'Education Physique Supérieur",False
